openalex_author_id,author,publisher,unique_retracted_papers
A5100623617,Jing Zhang,Hindawi,1
A5100623617,Jing Zhang,PLoS,1
A5100623617,Jing Zhang,Wiley,1
A5100623618,Jing Zhang,Elsevier - Cell Press,1
A5100623618,Jing Zhang,Frontiers,1
A5100624421,Bo Li,Elsevier,1
A5100624421,Bo Li,Mary Ann Liebert,1
A5100624421,Bo Li,Oxford University Press,1
A5100625037,Wei Zhang,Elsevier,2
A5100625120,Yan Liu,Portland Press,1
A5100625139,Jun Wang,IOS Press (bought by Sage November 2023),1
A5100625717,Yang Liu,SAGE Publications,1
A5100626316,Hui Zhang,Hindawi,1
A5100626318,Hui Zhang,SAGE Publications,1
A5100627148,Hui Li,Hindawi,1
A5100628078,Yang Wang,Hindawi,2
A5100628179,Jun Yang,Springer,1
A5100628350,Yang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100628350,Yang Li,Taylor and Francis,1
A5100628741,Ying Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100628874,Jie Wang,SAGE Publications,1
A5100628877,Jie Wang,Spandidos,1
A5100628923,Ying Wang,Hindawi,1
A5100629419,Juan Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100629622,Li Yang,Frontiers,1
A5100629688,Li Hui,IEEE: Institute of Electrical and Electronics Engineers,1
A5100629688,Li Hui,IOP Publishing,1
A5100629871,Jing Zhang,Wiley,1
A5100630077,Yong Zhang,Hindawi,1
A5100630417,Yi Wang,"International Scientific Information, Inc",1
A5100630417,Yi Wang,Springer,1
A5100630506,Yan Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100630518,Hao Wang,Hindawi,1
A5100630789,Jing Zhao,PLoS,1
A5100630793,Jing Zhao,Hindawi,1
A5100631094,Ying Liu,SAGE Publications,1
A5100631272,Tao Wang,Hindawi,1
A5100631575,Wang Yong,IEEE: Institute of Electrical and Electronics Engineers,1
A5100631609,Min Li,Frontiers,1
A5100631609,Min Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100632438,Tao Wang,American Society for Biochemistry and Molecular Biology (ASBMB),1
A5100632441,Tao Wang,Hindawi,1
A5100632441,Tao Wang,Oxford University Press,1
A5100632608,Hui Li,Dovepress,1
A5100632608,Hui Li,Springer - Nature Publishing Group,1
A5100632990,Jie Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100633358,Tao Zhang,Elsevier,1
A5100633559,Wang Jing,IEEE: Institute of Electrical and Electronics Engineers,1
A5100633560,Wang Jing,IEEE: Institute of Electrical and Electronics Engineers,1
A5100633636,Yan Liu,Oxford University Press,1
A5100634274,Yan Chen,Royal Society of Chemistry (RSC),1
A5100634513,Hui Li,Elsevier,1
A5100634516,Hui Li,Portland Press,1
A5100634568,Tao Wang,Hindawi,1
A5100635013,Jian Li,Wiley,1
A5100635758,Qian Zhang,Elsevier,1
A5100635758,Qian Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100635867,Jun Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100636014,Lin Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100636568,Hong Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100636685,Gang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100636688,Gang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100637184,Wei Zhang,Springer,1
A5100637299,Yong Wang,Elsevier,1
A5100637532,Jin Wang,Springer,1
A5100637534,Jin Wang,Wiley,1
A5100638346,Xin Zhang,Mary Ann Liebert,1
A5100638756,Tao Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100638913,Jun Wang,Hindawi,1
A5100639134,Jian Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100639535,Jun Zhang,Hindawi,1
A5100640040,Yu Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100640312,Yang Wang,Taylor and Francis,1
A5100640488,Yan Li,IEEE: Institute of Electrical and Electronics Engineers,2
A5100640543,Wei Zhang,Taylor and Francis,1
A5100640575,Yi Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100641575,Yan Zhang,Springer - Nature Publishing Group,1
A5100641714,Wei Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100641908,Lei Li,Springer,1
A5100642011,Yong Wang,Springer - Nature Publishing Group,1
A5100642015,Yong Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100642363,Zhang Wei,IEEE: Institute of Electrical and Electronics Engineers,1
A5100642364,Wei Zhang,Springer,1
A5100642775,Hong Li,Spandidos,1
A5100642775,Hong Li,Springer,1
A5100642778,Hong Li,Springer - Biomed Central (BMC),1
A5100643197,Jing Wang,Spandidos,1
A5100643197,Jing Wang,Taylor and Francis - Dove Press,1
A5100643198,Jing Wang,Elsevier,2
A5100643198,Jing Wang,Mary Ann Liebert,1
A5100643198,Jing Wang,Spandidos,1
A5100643679,Yu Wang,Hindawi,1
A5100644473,Jing Zhao,Impact Journals,1
A5100644577,Wei Zhao,Springer - Biomed Central (BMC),2
A5100644577,Wei Zhao,Spandidos,1
A5100644648,Jun Zhang,Wiley,1
A5100645058,Chao Wang,Springer,1
A5100645122,Yan Li,Hindawi,1
A5100645927,Hao Chen,Springer - Biomed Central (BMC),1
A5100646609,Jing Li,Hindawi,1
A5100647065,Lei Liu,Elsevier,1
A5100647967,Lei Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100648406,Tao Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100648406,Tao Zhang,IOP Publishing,1
A5100648727,Jie Li,Hindawi,1
A5100649033,Min Li,SAGE Publications,1
A5100649046,Bo Zhang,Elsevier,1
A5100649203,Wei Li,Hindawi,1
A5100649565,Rui Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100649565,Rui Wang,IOS Press (bought by Sage November 2023),1
A5100649898,Peng Li,Hindawi,1
A5100650047,Jun Chen,Elsevier,1
A5100650122,Wei Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100650306,Zhang Jun,Wiley,1
A5100650704,Xi Chen,Hindawi,1
A5100650728,Gang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100650932,Xin Li,Hindawi,1
A5100651229,Yu Zhang,Springer,1
A5100651242,Jing Wang,Hindawi,1
A5100651434,Jian Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100652050,Yan Wang,IOS Press (bought by Sage November 2023),1
A5100652122,Ying Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100652124,Ying Zhang,Elsevier,1
A5100652493,Wei Wang,Hindawi,2
A5100652493,Wei Wang,Spandidos,1
A5100653025,Li Yan,Springer - Biomed Central (BMC),2
A5100653072,Yu Wang,Hindawi,1
A5100653142,Tao Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100653154,Hao Wang,Wiley,1
A5100653327,Wei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100653917,Feng Li,Taylor and Francis - Dove Press,1
A5100653920,Feng Li,Hindawi,1
A5100654694,Wei Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100654977,Hui Li,Association for Computing Machinery (ACM),1
A5100654977,Hui Li,Hindawi,1
A5100655593,Ping Li,Portland Press,1
A5100655593,Ping Li,Spandidos,1
A5100656241,Jie Li,Hindawi,1
A5100656258,Hui Li,Springer - Nature Publishing Group,1
A5100656514,Dong‐Mei Wu,Elsevier,1
A5100656514,Dong‐Mei Wu,Impact Journals,1
A5100656515,Dong‐Mei Wu,Portland Press,2
A5100656515,Dong‐Mei Wu,Elsevier,1
A5100656515,Dong‐Mei Wu,Springer - Biomed Central (BMC),1
A5100656516,Dong‐Mei Wu,Cellular Physiol Biochem Press,3
A5100656516,Dong‐Mei Wu,AME Publishing Company,1
A5100656516,Dong‐Mei Wu,Springer - Biomed Central (BMC),1
A5100656519,Dongmei Wu,American Physiological Society,1
A5100656520,Dongmei Wu,Elsevier,1
A5100656520,Dongmei Wu,Elsevier - Cell Press,1
A5100656520,Dongmei Wu,IOS Press (bought by Sage November 2023),1
A5100656520,Dongmei Wu,Portland Press,1
A5100656521,Dongmei Wu,Elsevier,1
A5100656521,Dongmei Wu,SAGE Publications,1
A5100656671,Rui Zhang,American Heart Association,1
A5100657020,Yan Wang,Springer,1
A5100657770,Min Li,Springer,1
A5100658032,Lin Zhang,PLoS,1
A5100658729,Hui Li,Hindawi,1
A5100658983,Lei Li,Portland Press,1
A5100659048,Jing Chen,IEEE: Institute of Electrical and Electronics Engineers,1
A5100659048,Jing Chen,IOP Publishing,1
A5100659187,Lei Zhang,Springer - Biomed Central (BMC),1
A5100659190,Lei Zhang,Springer - Biomed Central (BMC),1
A5100659191,Lei Zhang,Frontiers,1
A5100659269,Yang Zhang,Hindawi,1
A5100659786,Yang Wang,Cellular Physiol Biochem Press,1
A5100659786,Yang Wang,Wiley,1
A5100659787,Yang Wang,Elsevier - Cell Press,1
A5100659803,Feng Li,Springer - Biomed Central (BMC),1
A5100659803,Feng Li,Taylor and Francis - Dove Press,1
A5100659919,Jie Chen,Portland Press,1
A5100659921,Jie Chen,Cognizant Communication Corporation,1
A5100660575,Jie Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100660612,Fang Liu,Hindawi,1
A5100661252,Xin Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100661844,Tao Liu,Springer,1
A5100661902,Yi Zhang,Elsevier,1
A5100661902,Yi Zhang,IOS Press (bought by Sage November 2023),1
A5100661905,Yi Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100662033,Jing Wang,SAGE Publications,1
A5100662048,Jing Zhang,Hindawi,1
A5100662051,Jing Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100662539,Yang Wang,Elsevier,1
A5100662545,Yan Li,Cellular Physiol Biochem Press,1
A5100662545,Yan Li,Royal Society of Chemistry (RSC),1
A5100662583,Ming Li,Hindawi,1
A5100662642,Jie Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100663071,Wei Zhang,Hindawi,1
A5100663265,Hui Zhang,Hindawi,1
A5100663269,Hui Zhang,Association for Computing Machinery (ACM),1
A5100663269,Hui Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100663398,Wei Liu,Spandidos,1
A5100663398,Wei Liu,Taylor and Francis,1
A5100663497,Jun Li,Elsevier,1
A5100663508,Yan Liu,Springer - Nature Publishing Group,1
A5100663664,Wei Li,Hindawi,2
A5100663666,Li Wei,IOS Press (bought by Sage November 2023),1
A5100663910,Hui Zhang,Springer - Biomed Central (BMC),1
A5100664424,Jiantao Li,SPIE,1
A5100664579,Ping Zhang,IOS Press (bought by Sage November 2023),1
A5100664640,Gang Li,Elsevier - Cell Press,1
A5100664640,Gang Li,Society of Exploration Geophysicists,1
A5100664762,Wei Chen,Hindawi,1
A5100664884,Lei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100664920,Wei Zhang,Portland Press,1
A5100664921,Wei Zhang,Springer,1
A5100664990,Wei Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100665448,Bin Wang,PLoS,2
A5100665448,Bin Wang,Royal Society of Chemistry (RSC),1
A5100665534,Lei Wang,IOP Publishing,1
A5100665918,Yan Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100665918,Yan Li,SAGE Publications,1
A5100666580,Juan Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100666583,Juan Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100667354,Tao Liu,Hindawi,1
A5100667768,Tao Liu,Springer,1
A5100667879,Jin Wang,Spandidos,1
A5100668329,Yang Li,PLoS,1
A5100668542,Yang Wang,Wiley,1
A5100669407,Bo Zhang,Wiley,1
A5100670187,Xin Zhang,SAGE Publications,1
A5100670746,Wei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100671514,Yan Li,Springer,1
A5100671570,Min Zhang,Springer - Biomed Central (BMC),1
A5100671580,Min Zhang,PLoS,3
A5100671580,Min Zhang,Wolters Kluwer,1
A5100671581,Min Zhang,PLoS,2
A5100671582,Min Zhang,Elsevier,1
A5100672023,Hui Zhang,IOS Press (bought by Sage November 2023),3
A5100672024,Hui Zhang,SAGE Publications,1
A5100673270,Yu Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100673610,Lei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100673613,Lei Zhang,Elsevier,1
A5100673842,Bin Zhang,Wiley,1
A5100674295,Ying Zhang,Wiley,1
A5100674304,Ying Zhang,Frontiers,1
A5100674305,Ying Zhang,Hindawi,1
A5100674472,Feng Li,Hindawi,1
A5100674651,Jun Liu,IOS Press (bought by Sage November 2023),1
A5100675481,Rui Zhang,American Chemical Society (ACS),1
A5100675481,Rui Zhang,Springer - Nature Publishing Group,1
A5100675611,Weijian Li,Wiley,1
A5100676060,Yang Liu,Canadian Science Publishing,1
A5100676213,Bo Li,Springer - Biomed Central (BMC),1
A5100676379,Gang Wang,Royal Society of Chemistry (RSC),1
A5100677390,Jun Liu,Elsevier,1
A5100677514,Hui Li,Hindawi,1
A5100677514,Hui Li,Springer - Nature Publishing Group,1
A5100677736,Yan Li,Hindawi,1
A5100678224,Jun Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100678225,Jun Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100678679,Hui Wang,IEEE: Institute of Electrical and Electronics Engineers,2
A5100679018,Yang Liu,Springer - Biomed Central (BMC),1
A5100679241,Jie Li,IOP Publishing,1
A5100679241,Jie Li,Springer,1
A5100679241,Jie Li,Trans Tech Publications Ltd,1
A5100679836,Tao Liu,Springer - Biomed Central (BMC),1
A5100680426,Jian Zhang,Optica (formerly Optical Society of America -OSA-),1
A5100680432,Jian Zhang,Hindawi,1
A5100680432,Jian Zhang,Spandidos,1
A5100680659,Jing Zhang,Springer,1
A5100681652,Jing Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100681666,Hui Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100681768,Yan Li,Cellular Physiol Biochem Press,1
A5100682321,Yang Liu,BioMed Central (BMC),1
A5100682321,Yang Liu,PLoS,1
A5100682444,Jie Liu,IOP Publishing,1
A5100682556,Qian Zhang,AME Publishing Company,1
A5100682902,Jun Wang,ComSIS Consortium,1
A5100683583,Wei Li,SPIE,1
A5100683594,Tao Zhang,Hindawi,1
A5100683792,Yong Wang,Hindawi,1
A5100684023,Jie Li,Royal Society of Chemistry (RSC),1
A5100684101,Wei Zhang,Elsevier,2
A5100684101,Wei Zhang,Portland Press,1
A5100684101,Wei Zhang,Wiley,1
A5100684105,Wei Zhang,Hindawi,1
A5100685148,Wei Zhang,Hindawi,1
A5100685294,Lin Wang,Taylor and Francis,1
A5100685327,Yan Li,Elsevier,1
A5100685327,Yan Li,Taylor and Francis,1
A5100685454,Wei Zhang,Hindawi,1
A5100685813,Hui Zhang,Wiley,1
A5100685860,Nan Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100685953,Wei Li,American Chemical Society (ACS),1
A5100686093,Jun Wang,Hindawi,1
A5100686100,Jun Wang,Taylor and Francis,1
A5100686366,Xin Zhang,Springer - Nature Publishing Group,1
A5100686671,Jian Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100686671,Jian Wang,IOP Publishing,1
A5100687082,Min Li,BioMed Central (BMC),1
A5100687290,Jian Li,Hindawi,1
A5100687713,Jing Liu,Taylor and Francis,1
A5100687713,Jing Liu,Wiley,1
A5100687913,Qiang Li,ASTM International,1
A5100688135,Jun Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100688193,Hao Wang,Hindawi,1
A5100688303,Yan Li,Elsevier,1
A5100688318,Bo Li,IEEE: Institute of Electrical and Electronics Engineers,2
A5100688594,Ming Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100688670,Gang Wang,Wiley,1
A5100688680,Wei Zhang,Frontiers,1
A5100688686,Wei Zhang,Spandidos,1
A5100688686,Wei Zhang,Taylor and Francis - Dove Press,1
A5100688689,Wei Zhang,Hindawi,1
A5100688707,Wei Zhao,Hindawi,1
A5100688707,Wei Zhao,Wolters Kluwer - Lippincott Williams & Wilkins,1
A5100688853,Wei Wang,Hindawi,1
A5100688855,Wei Wang,Hindawi,1
A5100688958,Zhang Hui,IEEE: Institute of Electrical and Electronics Engineers,1
A5100689303,Yan Li,Hindawi,1
A5100689605,Min Wang,Springer,1
A5100689763,Wei Li,Hindawi,1
A5100689770,Wei Li,Hindawi,1
A5100689770,Wei Li,IOP Publishing,1
A5100690398,Ping Zhang,Portland Press,1
A5100690769,Wang Feng,Elsevier,1
A5100691319,Jun Li,ASTM International,1
A5100691466,Ping Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100691473,Ping Zhang,Hindawi,1
A5100692029,Wei Wang,Elsevier,1
A5100692440,Feng Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100692555,Wei Li,Hindawi,1
A5100693170,Hui Li,IOS Press (bought by Sage November 2023),1
A5100693303,Jing Wang,Wiley,1
A5100693703,Yang Liu,Elsevier,1
A5100694048,Wang Qi,IEEE: Institute of Electrical and Electronics Engineers,2
A5100694290,Lei Wang,Hindawi,1
A5100694293,Wei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100695272,Yan Li,Wiley,2
A5100695272,Yan Li,Frontiers,1
A5100695272,Yan Li,PLoS,1
A5100695629,Jing Wang,Hindawi,1
A5100695670,Yang Li,Hindawi,1
A5100696289,Bo Li,Elsevier,1
A5100696824,Jian Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100696828,Jian Wang,Springer,1
A5100696862,Jun Li,Springer,1
A5100697102,Wei Li,Elsevier,1
A5100697144,Jie Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100697693,Jing Yang,Taylor and Francis - Dove Press,1
A5100697861,Wei Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100699718,Jing Wang,Elsevier,1
A5100699829,Wei Zhang,Springer - Nature Publishing Group,1
A5100699976,Jing Zhang,Elsevier,1
A5100699977,Jing Zhang,Hindawi,1
A5100699981,Jing Zhang,Hindawi,1
A5100702595,Ling Wang,Hindawi,1
A5100703011,Xin Li,Hindawi,1
A5100703074,Ping Wang,Springer - Biomed Central (BMC),1
A5100703080,Hui Li,Frontiers,1
A5100703128,Yong Wang,Wiley,1
A5100703131,Yong Wang,Spandidos,1
A5100703373,Wei Zhang,IEEE: Institute of Electrical and Electronics Engineers,2
A5100703493,Hui Zhang,"International Scientific Information, Inc",1
A5100703541,Wei Wang,Hindawi,1
A5100703836,Ling Wang,Springer,1
A5100703840,Ling Wang,Hindawi,1
A5100704177,Jin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100704259,Xin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100704992,Yang Wang,Springer,1
A5100705424,Jian Zhang,Hindawi,1
A5100705783,Yu Wang,PLoS,1
A5100706289,Jinli Zhang,IEEE: Institute of Electrical and Electronics Engineers,2
A5100706529,Rui Wang,IOP Publishing,1
A5100707081,Ying Wang,Elsevier,1
A5100707101,Yu Zhang,IOS Press (bought by Sage November 2023),1
A5100707577,Wang Jing,SAGE Publications,1
A5100707750,Yu Zhang,Elsevier,1
A5100707955,Hui Li,Hindawi,1
A5100708580,Yan Li,Taylor and Francis - Dove Press,2
A5100708680,Yong Zhang,PLoS,1
A5100709844,Dan Wang,Wiley,1
A5100710018,Ying Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100710202,Jing Zhang,Springer,1
A5100710279,Jian Li,Hindawi,1
A5100710279,Jian Li,Scientific.net,1
A5100710906,Wei Zhang,Impact Journals,1
A5100711101,Qiang Li,Springer,1
A5100711118,Qiang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100711316,Yan Li,Spandidos,1
A5100711847,Chen Jie,SAGE Publications,1
A5100711850,Jie Chen,Hindawi,1
A5100712373,Yan Chen,Elsevier,1
A5100712374,Yan Chen,Wiley,1
A5100712376,Yan Chen,Hindawi,1
A5100712376,Yan Chen,Spandidos,1
A5100712378,Yan Chen,Elsevier,1
A5100712514,Chao Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100713489,Min Li,Hindawi,1
A5100714117,Jian Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100714128,Jing Chen,American Physiological Society,1
A5100714128,Jing Chen,Portland Press,1
A5100714128,Jing Chen,Taylor and Francis,1
A5100714129,Jing Chen,Elsevier,1
A5100714218,Qi Wang,Elsevier,1
A5100714578,Yang Wang,"International Scientific Information, Inc",1
A5100715317,Yong Zhang,Hindawi,1
A5100715317,Yong Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100715414,Hui Zhang,Hindawi,1
A5100716051,Ying Zhang,Hindawi,1
A5100716709,Dan Wang,Springer,1
A5100716770,Wei Li,Hindawi,1
A5100716772,Wei Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100716777,Wei Li,IOS Press (bought by Sage November 2023),1
A5100716886,Ying Liu,Taylor and Francis,1
A5100717825,Yi Wang,Hindawi,1
A5100717978,Jin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100718284,Xi Chen,Hindawi,1
A5100718998,Wei Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100719016,Min Li,SAGE Publications,1
A5100719254,Wei Chen,Springer,1
A5100719328,Lei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100719335,Jie Li,Hindawi,2
A5100719335,Jie Li,Springer - Nature Publishing Group,1
A5100719808,Hao Chen,PLoS,1
A5100719808,Hao Chen,Springer,1
A5100720060,Jing Zhang,Hindawi,1
A5100720490,Gang Wang,IOS Press (bought by Sage November 2023),1
A5100720766,Qiang Li,Springer - Nature Publishing Group,1
A5100721167,Chao Wang,SAGE Publications,1
A5100721619,Yi Wang,Springer - Nature Publishing Group,1
A5100721699,Xi Chen,IEEE: Institute of Electrical and Electronics Engineers,1
A5100721764,Min Wang,Hindawi,1
A5100721766,Min Wang,SAGE Publications,1
A5100722246,Jie Zhang,Hindawi,1
A5100722310,Wei Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5100722569,Jun Chen,IEEE: Institute of Electrical and Electronics Engineers,1
A5100722789,Bin Liu,Wiley,1
A5100722980,Wei Zhao,Springer - Biomed Central (BMC),1
A5100722980,Wei Zhao,Wiley,1
A5100723045,Yan Li,Hindawi,1
A5100723246,Wei Wang,Spandidos,1
A5100723310,Yan Li,Bentham Open,1
A5100724709,Yang Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100725601,Jing Liu,Hindawi,1
A5100725736,Zhang Bin,Hindawi,1
A5100726190,Jing Li,Wiley,1
A5100726408,Wei Wang,IEEE: Institute of Electrical and Electronics Engineers,2
A5100726586,Ying Wang,Hindawi,1
A5100727225,Hong Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100727231,Jing Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100727476,Yan Wang,Taylor and Francis,1
A5100727545,Wei Zhang,Hindawi,1
A5100727785,Bin Liu,Hindawi,1
A5100729293,Yan Liu,Hindawi,1
A5100729465,Bin Wang,Wiley,1
A5100729663,Hao Wang,Spandidos,1
A5100730402,Wei Zhang,Taylor and Francis - Dove Press,1
A5100730407,Wei Zhang,Elsevier - Cell Press,1
A5100730489,Xin Li,Springer,1
A5100730844,Yu Wang,Frontiers,1
A5100730844,Yu Wang,Springer,1
A5100730951,Wei Chen,Hindawi,1
A5100731014,Hui Wang,De Gruyter,1
A5100731323,Lei Zhang,IEEE: Institute of Electrical and Electronics Engineers,2
A5100731925,Yang Zhang,IOP Publishing,1
A5100731973,Jin Wang,Frontiers,1
A5100732073,Hui Wang,IOS Press (bought by Sage November 2023),1
A5100733367,Yong Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100733463,Li Yang,Spandidos,1
A5100733463,Li Yang,Springer,1
A5100733485,Hui Li,Royal Society of Chemistry (RSC),1
A5100733485,Hui Li,Spandidos,1
A5100733607,Lei Zhang,Royal Society of Chemistry (RSC),1
A5100733607,Lei Zhang,SAGE Publications,1
A5100733607,Lei Zhang,Wiley,1
A5100733647,Bin Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100733648,Bin Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100733648,Bin Wang,Taylor and Francis,1
A5100734132,Hui Wang,Elsevier,1
A5100734534,Yi Wang,Hindawi,1
A5100734695,Yi Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100734749,Jun Wang,Wiley,1
A5100735068,Lei Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100735068,Lei Wang,IOP Publishing,1
A5100735424,Tao Zhang,Wiley,1
A5100735511,Lin Wang,American Society for Microbiology,1
A5100735527,Jin Zhang,Hindawi,1
A5100735570,Yan Zhang,Springer,1
A5100736091,Xin Wang,Elsevier,1
A5100736588,Yan Li,Wiley,1
A5100737055,Dan Wang,Wiley,1
A5100737361,Wei Zhang,Wiley,1
A5100738282,Wei Zhang,Wiley,1
A5100739666,Jian Xu,Wiley,1
A5100740183,Wei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100740585,Ying Zhang,Elsevier,1
A5100740616,Wei Chen,IEEE: Institute of Electrical and Electronics Engineers,1
A5100740712,Yu Wang,De Gruyter,1
A5100741318,Ping Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100741396,Feng Wang,Cognizant Communication Corporation,1
A5100741399,Feng Wang,Springer - Biomed Central (BMC),2
A5100741399,Feng Wang,PLoS,1
A5100741429,Lei Zhang,Cellular Physiol Biochem Press,1
A5100741429,Lei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100741429,Lei Zhang,Royal Society of Chemistry (RSC),1
A5100742518,Wei Zhang,Hindawi,1
A5100742701,Jian Li,Spandidos,1
A5100743523,Bo Li,Springer - Nature Publishing Group,1
A5100743731,Jun Lü,Wiley,1
A5100743733,Jun Lu,Hindawi,1
A5100744459,Min Zhang,Elsevier,1
A5100744890,Dan Li,Hindawi,1
A5100744919,Feng Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100745330,Yi Wang,IOS Press (bought by Sage November 2023),1
A5100745734,Qian Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5100745736,Qian Li,SAGE Publications,1
A5100745809,Lin Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100746534,Feng Li,Impact Journals,1
A5100747473,Jun Zhang,Spandidos,1
A5100747588,Lei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100748083,Jing Zhang,Springer,1
A5100748083,Jing Zhang,Taylor and Francis - Dove Press,1
A5100749250,Tao Liu,Elsevier,1
A5100749251,Tao Liu,Elsevier,1
A5100749424,Qian Li,Elsevier,1
A5100749688,Wei Wang,Spandidos,2
A5100749688,Wei Wang,Taylor and Francis - Dove Press,1
A5100750037,Yu Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100750171,Min Zhang,Elsevier,1
A5100750217,Gang Li,Wiley,1
A5100750703,Li Min,Frontiers,1
A5100750703,Li Min,Mary Ann Liebert,1
A5100750703,Li Min,Springer,1
A5100751021,Wei Li,Spandidos,1
A5100751413,Lei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100751792,Feng Wang,Hindawi,1
A5100752314,Min Zhang,Wiley,1
A5100752421,Jian Zhang,Elsevier,1
A5100752983,Bin Wang,Hindawi,1
A5100753238,Jing Yang,Hindawi,2
A5100753238,Jing Yang,IEEE: Institute of Electrical and Electronics Engineers,1
A5100753238,Jing Yang,IOS Press (bought by Sage November 2023),1
A5100753509,Qian Li,Hindawi,1
A5100753720,Jie Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
