openalex_author_id,author,publisher,unique_retracted_papers
A5034584084,Jie Chen,IEEE: Institute of Electrical and Electronics Engineers,1
A5034667170,Jing Zhang,Hindawi,1
A5034675261,Yu Liu,Hindawi,1
A5034747850,Hui Wang,Hindawi,1
A5034749609,Qian Wang,Hindawi,1
A5034878136,Li Li,Hindawi,1
A5035035721,Qian Zhang,Hindawi,1
A5035071840,Yang Li,Hindawi,1
A5035120060,Jun Yang,Hindawi,1
A5035305361,Jun Chen,Hindawi,1
A5035316294,Jie Chen,Wolters Kluwer - Lippincott Williams & Wilkins,1
A5035333902,Jing Li,Hindawi,1
A5035398796,Yu Zhang,Hindawi,1
A5035465997,Wei Zhang,Hindawi,1
A5035465997,Wei Zhang,Spandidos,1
A5035465997,Wei Zhang,Springer - Biomed Central (BMC),1
A5035543508,Qian Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5035658484,Ming Li,Hindawi,1
A5035747390,Hui Zhang,Taylor and Francis,1
A5035757377,Bin Wang,Springer,1
A5035770690,Yi Zhang,Spandidos,2
A5035770690,Yi Zhang,Springer - Biomed Central (BMC),1
A5035770690,Yi Zhang,Springer - Nature Publishing Group,1
A5035834837,Jun Zhang,Springer,1
A5036057418,Tao Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5036074225,Ming Li,Hindawi,1
A5036218939,G. Hempelmann,Elsevier,37
A5036218939,G. Hempelmann,Springer,13
A5036218939,G. Hempelmann,Wolters Kluwer - Lippincott Williams & Wilkins,13
A5036218939,G. Hempelmann,Oxford University Press,3
A5036218939,G. Hempelmann,Wiley,3
A5036218939,G. Hempelmann,Wiley-Blackwell,1
A5036218939,G. Hempelmann,Wolters Kluwer,1
A5036245525,Xi Chen,Hindawi,1
A5036287731,Lin Wang,Hindawi,1
A5036359133,Jie Liu,Hindawi,2
A5036360052,Hui Wang,Hindawi,1
A5036815027,Li Li,Hindawi,2
A5036827390,Yong Wang,Hindawi,1
A5036827392,Hui Zhang,Hindawi,1
A5036889750,Lei Zhang,SAGE Publications,1
A5036889750,Lei Zhang,Taylor and Francis,1
A5036952846,Yang Liu,Hindawi,1
A5036984102,Min Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5037001971,Nan Li,Hindawi,1
A5037185064,Qiang Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5037197426,Jing Wang,Hindawi,1
A5037486203,Jun Liu,Hindawi,1
A5037510821,Wei Li,Hindawi,1
A5037550973,Wang Lei,Hindawi,1
A5037756311,Bin Wang,Hindawi,1
A5037776494,Wei Wang,Hindawi,1
A5037794174,Jing Zhao,Spandidos,1
A5037868938,Ping Wang,Hindawi,1
A5037948258,Juan Li,Hindawi,1
A5037995370,Ying Li,Hindawi,1
A5038082698,Hui Li,Hindawi,1
A5038084459,Rui Zhang,American Society for Clinical Investigation,1
A5038151206,Bo Zhang,Hindawi,2
A5038178478,Lei Zhang,Hindawi,1
A5038336845,Wei Zhang,Hindawi,1
A5038481495,Hao Zhang,Hindawi,1
A5038484217,Li Zhang,Hindawi,1
A5038517767,Jing Liu,IEEE: Institute of Electrical and Electronics Engineers,2
A5038580778,Feng Wang,Hindawi,1
A5038580778,Feng Wang,Wiley,1
A5038615802,Jun Liu,Wiley,1
A5038656294,Wei Wang,Elsevier,1
A5038663135,Lin Zhang,Hindawi,1
A5038945598,Jing Li,Hindawi,1
A5039233244,Xi Chen,IEEE: Institute of Electrical and Electronics Engineers,1
A5039233244,Xi Chen,MDPI,1
A5039233244,Xi Chen,Wiley,1
A5039239695,Jun Lu,Taylor and Francis,1
A5039280625,Yang Liu,Hindawi,1
A5039466818,Yan Zhang,Hindawi,1
A5039489169,HIROYOSHI TANAKA,Wiley,1
A5039575608,Yang Yang,Hindawi,1
A5039607162,Yan Li,Elsevier,1
A5039796943,Jing Chen,Hindawi,2
A5039888109,T. Zhang,Oxford University Press,1
A5039935749,Ying Wang,Springer - Biomed Central (BMC),1
A5039980454,Yan Li,Hindawi,1
A5040046880,Jing Wang,Springer,1
A5040090704,Min Li,Elsevier - Cell Press,1
A5040090704,Min Li,Spandidos,1
A5040223607,Yang Yang,Hindawi,1
A5040230812,Jun Liu,Hindawi,1
A5040234624,Jun Yang,Taylor and Francis - Dove Press,1
A5040234624,Jun Yang,Wiley,1
A5040386641,Yong Zhang,Hindawi,1
A5040547097,Ping Zhang,Hindawi,1
A5040547097,Ping Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5040721382,Lei Zhang,Springer,1
A5040728436,Wei Wang,PLoS,1
A5040983456,Yu Zhang,Wiley,1
A5041039715,Hui Li,Springer - Biomed Central (BMC),1
A5041162076,Jian Xu,Spandidos,2
A5041162076,Jian Xu,Springer,1
A5041162076,Jian Xu,Wiley,1
A5041221161,Jing Yang,Portland Press,1
A5041301769,Jing Zhao,Hindawi,1
A5041321290,Yong Wang,IOS Press (bought by Sage November 2023),1
A5041353259,Li Li,Hindawi,1
A5041462375,Jing Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5041515065,Yan Li,Hindawi,1
A5041569324,Peng Zhang,Hindawi,1
A5041694909,Xin Zhang,Hindawi,1
A5041736536,Chandra Gopala Rao,Elsevier,2
A5041748805,Liang Wang,Springer,1
A5041991874,Tao Li,Hindawi,1
A5042092603,Fang Wang,Elsevier - Cell Press,1
A5042092603,Fang Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5042137602,Dan Wang,Hindawi,1
A5042175903,Wei Chen,Oxford University Press,2
A5042262850,Yang Jing,Hindawi,1
A5042289560,Wei Liu,Hindawi,1
A5042419777,Yu Wang,Springer,1
A5042474689,Jun Yang,Wiley,3
A5042474689,Jun Yang,Hindawi,1
A5042531041,Tao Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5042539186,Yang Yang,Hindawi,1
A5042608620,Rui Zhang,Hindawi,1
A5042609030,Ling Wang,Hindawi,1
A5042711964,Wei Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5042765146,Jing Zhao,Spandidos,1
A5042780587,Jing Li,PLoS,1
A5042786497,Jing Yang,Hindawi,1
A5042882563,Hui Wang,Hindawi,2
A5042900753,Jun Lu,IEEE: Institute of Electrical and Electronics Engineers,1
A5042929643,Yan Liu,Hindawi,1
A5042940393,Qi Wang,Wiley,1
A5042980234,Xin Li,Hindawi,1
A5042998462,Hao Wang,Hindawi,1
A5043043179,Yang Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5043113888,Lei Li,Wiley,1
A5043138070,Jian Zhang,Spandidos,1
A5043190135,Hui Li,Hindawi,1
A5043290888,Feng Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5043290888,Feng Wang,SAGE Publications,1
A5043389655,Chao Wang,Elsevier,2
A5043389655,Chao Wang,Springer - Nature Publishing Group,1
A5043483439,Chandra Gopala Rao,Elsevier,38
A5043542067,Jing Zhang,Spandidos,1
A5043542067,Jing Zhang,Wiley,1
A5043543895,Yan Zhang,Hindawi,1
A5043677526,Bin Zhang,Wiley,1
A5043680558,Yan Chen,MDPI,1
A5043689305,Xin Wang,Hindawi,1
A5043770165,Feng Wang,Springer - Biomed Central (BMC),1
A5043846259,Jie Chen,American Chemical Society (ACS),1
A5043963143,Hao Chen,IEEE: Institute of Electrical and Electronics Engineers,1
A5044072954,Wei Zhang,Hindawi,1
A5044108299,Jing Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5044169855,Peng Li,Hindawi,1
A5044180306,Yang Liu,Hindawi,1
A5044197510,Fei Wang,Wiley,1
A5044211780,Lin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5044215108,Peng Zhang,Elsevier,2
A5044215108,Peng Zhang,Taylor and Francis,1
A5044249016,Jun Li,Hindawi,1
A5044500704,Min Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5044608381,Yang Yang,Hindawi,1
A5044641119,Ying Yang,American Society of Hematology,1
A5044652383,Peng Zhang,Frontiers,1
A5044788172,Gang Li,Hindawi,1
A5044865265,Jing Zhang,Frontiers,1
A5044865265,Jing Zhang,Taylor and Francis,1
A5044865265,Jing Zhang,Wiley,1
A5044894669,Dan Li,Royal Society of Chemistry (RSC),1
A5044958587,Lei Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5045000619,Bin Liu,SAGE Publications,1
A5045002108,Chao Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5045035115,Yang Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5045041456,Hao Zhang,Hindawi,1
A5045052946,Jun Wang,Springer - Nature Publishing Group,1
A5045171103,Yan Li,Hindawi,1
A5045529329,Jie Li,Hindawi,1
A5045537577,Li Zhang,Hindawi,1
A5045655535,Jing Chen,Hindawi,1
A5045665383,Jun Yang,IEEE: Institute of Electrical and Electronics Engineers,1
A5045674411,Chandra Gopala Rao,Elsevier,2
A5045689983,Jing Zhao,Spandidos,1
A5045995585,Xin Zhang,Hindawi,1
A5046007026,D. Wu,Wiley,1
A5046026008,Lei Wang,Springer,1
A5046026008,Lei Wang,Wiley,1
A5046036161,Yan Liu,Hindawi,1
A5046054850,Yi Wang,Wiley,1
A5046081253,Li Zhang,Hindawi,1
A5046226427,Jing Chen,Hindawi,1
A5046253737,Hao Zhang,Hindawi,1
A5046280269,Ping Zhang,World Scientific Publishing Company,1
A5046365830,Yan Chen,Hindawi,1
A5046401983,Qi Wang,Oxford University Press,1
A5046428239,Rui Zhang,Hindawi,1
A5046496688,Ping Zhang,Hindawi,2
A5046714160,Yong Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5046782370,Xin Li,Hindawi,1
A5046903577,Yan Zhang,Hindawi,2
A5046903577,Yan Zhang,Springer,1
A5047095866,Jin Zhang,Hindawi,1
A5047206390,Jie Chen,Hindawi,1
A5047226075,Lei Li,MDPI,1
A5047259119,Jing Zhang,Hindawi,1
A5047300457,Jun Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5047322713,Jing Zhang,Hindawi,1
A5047404037,Wei Zhao,Hindawi,1
A5047504462,Yong Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5047530483,Yan Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5047573616,Qian Zhang,Elsevier,1
A5047607191,Jing Wang,Wiley,1
A5047610224,Bo Wang,Bentham Open,1
A5047614788,Xin Wang,PLoS,1
A5047614812,Yang Liu,Hindawi,1
A5047665294,Ying Zhang,Hindawi,1
A5048023486,Hui Wang,Hindawi,1
A5048072663,Jian Xu,Hindawi,1
A5048101324,Lin Wang,Hindawi,1
A5048136376,Wei Zhang,Hindawi,1
A5048138372,Hao Zhang,Hindawi,1
A5048169117,Ying Wang,Hindawi,1
A5048242778,Tao Liu,Hindawi,1
A5048306079,Li Jian,Hindawi,1
A5048318517,Jian Wang,Hindawi,1
A5048357136,Ying Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5048360484,Peng Li,Hindawi,1
A5048603917,Fei Wang,Hindawi,1
A5048636173,Jun Wang,Elsevier,1
A5048936273,Yan Li,Elsevier,1
A5048936273,Yan Li,IOS Press (bought by Sage November 2023),1
A5049013824,Hui Liu,Hindawi,1
A5049186289,Lei Li,Hindawi,1
A5049191739,Wei Zhang,Hindawi,1
A5049325006,Li Zhang,Hindawi,1
A5049402835,Jun Liu,Hindawi,1
A5049434233,T. Liu,International Union of Crystallography,1
A5049507932,Yang Li,Hindawi,1
A5049523028,Lei Wang,Elsevier,1
A5049619309,Wei Li,Hindawi,1
A5049753524,Jun Yang,Hindawi,1
A5049756400,Hao Zhang,Hindawi,1
A5049774714,Taizheng Liu,International Union of Crystallography,1
A5049808079,Juan Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5050008040,Jin Zhang,Spandidos,1
A5050008040,Jin Zhang,Wiley,1
A5050052644,Peng Li,Hindawi,1
A5050099873,Jing Liu,Hindawi,3
A5050099873,Jing Liu,Springer - Nature Publishing Group,1
A5050173769,Hui Li,Japanese Society of Veterinary Science,1
A5050191744,Hui Zhang,Hindawi,1
A5050422997,Yan Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5050427570,Jing Li,Hindawi,1
A5050496216,Juan Li,Association for Computing Machinery (ACM),1
A5050562433,Jing Zhao,Wiley,1
A5050602131,Hui Liu,Portland Press,1
A5050613279,Jun Li,Hindawi,1
A5050756580,Li Zhang,Hindawi,1
A5050813384,Jie Zhang,Hindawi,1
A5050862463,Lei Wang,Hindawi,1
A5050886276,Jian Li,Wiley,1
A5050901258,Wei Liu,Hindawi,1
A5051035051,Hao Zhang,Hindawi,1
A5051035661,Hui Li,Wiley,1
A5051144397,Jing Wang,Hindawi,1
A5051167897,Ying Liu,Hindawi,1
A5051174374,Lei Wang,Hindawi,1
A5051180946,Ying Zhang,Elsevier,2
A5051217195,Yang Liu,Hindawi,1
A5051275615,Wei Zhao,Frontiers,1
A5051275615,Wei Zhao,Mary Ann Liebert,1
A5051431817,Lei Wang,Elsevier,1
A5051643036,Ying Zhang,Hindawi,1
A5051719124,Min Zhang,Wiley,1
A5051750709,Wei Liu,Hindawi,1
A5052006689,Bo Zhang,Wiley,1
A5052029275,Li Li,Hindawi,1
A5052029849,Ping Zhang,Hindawi,1
A5052082627,Cornelius Busch,Springer - Nature Publishing Group,59
A5052082627,Cornelius Busch,Elsevier,1
A5052157653,Yang Li,Hindawi,1
A5052195927,Min Zhang,Elsevier,1
A5052195927,Min Zhang,Impact Journals,1
A5052195927,Min Zhang,Taylor and Francis - Dove Press,1
A5052195927,Min Zhang,Wiley,1
A5052202371,Jin Wang,Hindawi,1
A5052300879,Yan Liu,Hindawi,1
A5052423480,Jing Wang,Hindawi,1
A5052508414,Ying Wang,Hindawi,1
A5052519895,Liang Wang,Elsevier - Cell Press,1
A5052519895,Liang Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5052540638,Rui Wang,Springer,1
A5052547581,Dan Wang,Hindawi,1
A5052716645,Ying Zhang,Hindawi,1
A5052835094,Hui Li,Hindawi,1
A5052932225,Qiang Li,Hindawi,1
A5052937310,Ming Li,Hindawi,1
A5052980884,Jian Xu,Hindawi,1
A5053014486,Qian Zhang,Hindawi,1
A5053051950,Lei Wang,Hindawi,1
A5053097614,Ying Wang,IEEE: Institute of Electrical and Electronics Engineers,2
A5053103595,Bin Wang,Springer - Biomed Central (BMC),1
A5053179595,Wei Zhao,Hindawi,1
A5053181742,Hui Zhang,Hindawi,1
A5053193460,Jie Chen,Hindawi,1
A5053341916,Jing Li,Hindawi,1
A5053466582,Jing Yang,Wiley,1
A5053600785,Tao Wang,Wiley,1
A5053640625,Jun Yang,Taylor and Francis - Dove Press,1
A5053686996,Ying Wang,Elsevier,1
A5053823229,Zhang Wei,IEEE: Institute of Electrical and Electronics Engineers,1
A5053861388,Xin Wang,Wiley,1
A5053887305,Yang Yang‐Hartwich,Hindawi,1
A5053909934,Xinzhong Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5053945516,Dimitris Liakopoulos,Brill,8
A5053945516,Dimitris Liakopoulos,Universidade Federal do Tocantins,3
A5053945516,Dimitris Liakopoulos,UniFG - Centro Universitário FG,1
A5053945516,Dimitris Liakopoulos,Universidad Autonoma Latinoamericana,1
A5053945516,Dimitris Liakopoulos,Universidad de Medellín,1
A5053951462,Xin Wang,Hindawi,1
A5053980894,Li Li,Hindawi,2
A5054030468,Yang Liu,Hindawi,1
A5054115043,Li Zhang,Hindawi,1
A5054217081,Xin Wang,Hindawi,1
A5054223786,Hao Zhang,Elsevier,1
A5054380097,Bin Liu,Hindawi,1
A5054381472,Min Wang,Hindawi,1
A5054458205,Wei Zhang,Elsevier - Cell Press,1
A5054515260,Jianbo Yang,Springer - Nature Publishing Group,1
A5054593886,Yan Zhang,Hindawi,1
A5054905277,Hui Wang,Hindawi,1
A5055025900,Ming Li,Serbian Biological Society,1
A5055044934,Na Li,Hindawi,1
A5055136222,Bin Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5055136222,Bin Zhang,IOS Press (bought by Sage November 2023),1
A5055136222,Bin Zhang,Springer,1
A5055191826,Yi Zhang,Wiley,1
A5055304040,Wei Li,Elsevier,1
A5055450841,Jing Wang,Hindawi,1
A5055460914,Wei Li,American Institute of Chemical Engineers,1
A5055460914,Wei Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5055468768,Jun Yang,Elsevier,1
A5055468768,Jun Yang,Wiley,1
A5055538564,Lei Zhang,Hindawi,1
A5055678852,Fang Wang,Hindawi,1
A5055708357,Jing Wang,Hindawi,1
A5055754474,Wei Chen,Hindawi,1
A5055835363,Chao Wang,American Institute of Physics (AIP Publishing),1
A5055913816,Qian Li,Hindawi,1
A5056008453,Jun Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5056300047,Bin Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5056301598,Jun Li,Hindawi,1
A5056348144,Chandra Gopala Rao,Elsevier,3
A5056380455,Hui Wang,Hindawi,1
A5056404006,Jing Zhao,IEEE: Institute of Electrical and Electronics Engineers,2
A5056404006,Jing Zhao,Springer,1
A5056432346,Yan Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5056452430,Yan Liu,IEEE: Institute of Electrical and Electronics Engineers,1
A5056517211,Peng Li,Elsevier,1
A5056523506,Hong Li,Hindawi,1
A5056629328,Bin Liu,Hindawi,1
A5056734939,Yi Zhang,Hindawi,1
A5056764866,Yang Zhang,Hindawi,1
A5056921218,Hiroyoshi Tanaka,Springer,22
A5056921218,Hiroyoshi Tanaka,Wiley,17
A5056921218,Hiroyoshi Tanaka,Elsevier,9
A5056921218,Hiroyoshi Tanaka,Wolters Kluwer - Lippincott Williams & Wilkins,9
A5056921218,Hiroyoshi Tanaka,Oxford University Press,5
A5056921218,Hiroyoshi Tanaka,Wolters Kluwer,4
A5056921218,Hiroyoshi Tanaka,American Medical Association,3
A5056921218,Hiroyoshi Tanaka,Australian Society of Anaesthetists,1
A5056921218,Hiroyoshi Tanaka,BMJ Publishing,1
A5056921218,Hiroyoshi Tanaka,Karger,1
A5056921218,Hiroyoshi Tanaka,Wiley-Blackwell,1
A5056950107,Tao Liu,Wiley,1
A5056966724,Feng Wang,Hindawi,1
A5057161101,Hui Wang,Taylor and Francis,1
A5057237309,Yang Li,Hindawi,1
A5057356289,Ying Li,Hindawi,1
A5057356289,Ying Li,Wiley,1
A5057540096,Qian Wang,Hindawi,6
A5057583869,Wei Zhang,Spandidos,1
A5057696832,Lin Wang,Hindawi,1
A5057777341,Rui Zhang,Wiley,1
A5057978187,Hong Zhang,Hindawi,1
A5057983883,Jun Zhang,Hindawi,1
A5058005869,Wei Zhang,Hindawi,1
A5058008586,Ping Wang,Spandidos,1
A5058118532,Li Ping,Association for Computing Machinery (ACM),1
A5058155042,Bo Wang,IOS Press (bought by Sage November 2023),1
A5058223712,Yong Zhang,Hindawi,1
A5058247284,Fang Liu,Springer,1
A5058255460,Hui Li,PLoS,1
A5058372507,Wang Fang,Hindawi,1
A5058476450,Jun Liu,Hindawi,1
A5058485608,Bin Zhang,Hindawi,1
A5058488529,Y Wang,Verduci Editore,1
A5058490086,Hui Wang,Hindawi,1
A5058514233,Ying Liu,Hindawi,1
A5058612456,Min Wang,IEEE: Institute of Electrical and Electronics Engineers,2
A5058647077,Jie Zhang,Hindawi,1
A5058672215,Tao Wang,American Chemical Society (ACS),1
A5058723088,Rui Wang,Hindawi,1
A5058789387,Yan Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5058930191,Jin Wang,Hindawi,1
A5058959185,Wei Wang,Hindawi,1
A5059001271,Ping Zhang,Hindawi,1
A5059117888,Junyang Liu,Springer - Nature Publishing Group,1
A5059125522,Tao Li,IOS Press (bought by Sage November 2023),1
A5059191882,Hui Wang,Hindawi,1
A5059229969,Wei Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5059424561,Jing Zhao,IEEE: Institute of Electrical and Electronics Engineers,2
A5059526453,Hao Chen,Hindawi,1
A5059526453,Hao Chen,Springer,1
A5059580100,Jing Yang,Hindawi,1
A5059675915,Hao Zhang,Springer - Nature Publishing Group,2
A5059920391,Li Wang,Hindawi,1
A5059956624,Qian Wang,Association for Computing Machinery (ACM),1
A5059956624,Qian Wang,IOS Press (bought by Sage November 2023),1
A5060062239,Yi Zhang,IOP Publishing,1
A5060169245,Lin Wang,Hindawi,1
A5060254907,Bin Wang,Springer,1
A5060288545,Tao Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5060376360,Peng Zhang,IEEE: Institute of Electrical and Electronics Engineers,1
A5060404389,Yang Wang,Taylor and Francis,1
A5060407601,Qian Zhang,Hindawi,1
A5060470053,Yan Li,Springer - Nature Publishing Group,1
A5060499485,Yan Liu,IEEE: Institute of Electrical and Electronics Engineers,2
A5060605884,Bin Zhang,Hindawi,2
A5060637854,Yu Zhang,Hindawi,1
A5060655103,Hong Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5060678543,Feng Wang,Hindawi,1
A5060745524,Yu Wang,IOS Press (bought by Sage November 2023),1
A5060902131,Hui Liu,Springer,1
A5061028507,Xin Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5061044539,Yi Zhang,Hindawi,1
A5061102034,Jing Yang,Hindawi,1
A5061133691,Min Li,IEEE: Institute of Electrical and Electronics Engineers,1
A5061235670,Dan Liu,Elsevier,1
A5061302107,Wang Yong,Elsevier,1
A5061352841,Fang Liu,Hindawi,1
A5061369541,Feng Wang,Springer - Biomed Central (BMC),1
A5061371324,A. Salar Elahi,Springer,54
A5061371324,A. Salar Elahi,Elsevier,25
A5061371324,A. Salar Elahi,Springer - Nature Publishing Group,13
A5061691711,Qian Wang,Hindawi,1
A5061714089,Ali Nazari,Elsevier,35
A5061714089,Ali Nazari,Springer,30
A5061714089,Ali Nazari,SAGE Publications,22
A5061714089,Ali Nazari,ICE Publishing,4
A5061714089,Ali Nazari,Hanser Publications,3
A5061714089,Ali Nazari,Taylor and Francis,3
A5061714089,Ali Nazari,Emerald,1
A5061714089,Ali Nazari,IOP Publishing,1
A5061786493,L. Zhang,Verduci Editore,1
A5061841494,Jing Zhang,Springer,1
A5061943982,Hao Wang,Hindawi,1
A5061963201,Lin Wang,Hindawi,1
A5061981640,Peng Li,Hindawi,1
A5061989929,Jie Li,Wolters Kluwer,1
A5062035739,Yang Wang,ASTM International,1
A5062089486,Jun Lü,Hindawi,1
A5062089486,Jun Lü,IEEE: Institute of Electrical and Electronics Engineers,1
A5062272082,Jing Zhao,Elsevier,1
A5062286889,Xin Li,Hindawi,1
A5062453279,Juan Li,Hindawi,1
A5062527056,Yu Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5062527056,Yu Wang,Wiley,1
A5062541650,Hao Zhang,Hindawi,1
A5062599194,Tao Li,Hindawi,1
A5062617254,Jing Zhang,IEEE: Institute of Electrical and Electronics Engineers,2
A5062617254,Jing Zhang,Hindawi,1
A5062617254,Jing Zhang,Springer - Biomed Central (BMC),1
A5062617254,Jing Zhang,Wolters Kluwer,1
A5062728667,Rui Zhang,Hindawi,1
A5062908102,Wei Liu,ASTM International,1
A5063163653,Wei Wang,Springer - Nature Publishing Group,1
A5063326830,Li Jing,Hindawi,1
A5063354846,Yu Zhang,PLoS,1
A5063418334,Wei Wang,Hindawi,1
A5063428342,Yi Wang,Hindawi,1
A5063443449,Lei Liu,Hindawi,1
A5063446205,Bo Wang,American Association for Cancer Research,2
A5063446205,Bo Wang,Springer - Biomed Central (BMC),1
A5063465820,Hong Zhang,Hindawi,1
A5063473493,Jian Li,Scientific.net,1
A5063604106,Jun Chen,IOS Press (bought by Sage November 2023),1
A5063749738,Jun Lü,Wiley,14
A5063749738,Jun Lü,Elsevier,5
A5063749738,Jun Lü,Cellular Physiol Biochem Press,3
A5063749738,Jun Lü,Portland Press,3
A5063749738,Jun Lü,Impact Journals,2
A5063749738,Jun Lü,Springer - Biomed Central (BMC),2
A5063749738,Jun Lü,AME Publishing Company,1
A5063749738,Jun Lü,Elsevier - Cell Press,1
A5063749738,Jun Lü,Hindawi,1
A5063749738,Jun Lü,IOS Press (bought by Sage November 2023),1
A5063749738,Jun Lü,SAGE Publications,1
A5063753661,Jing Wang,Hindawi,1
A5063798425,Jun Li,Hindawi,1
A5063851669,Liu Yang,Taylor and Francis,1
A5063902875,Jun Chen,Karger,1
A5063948997,Wei Zhang,Hindawi,1
A5063949532,Yi Wang,Hindawi,1
A5064106602,Tao Zhang,World Scientific Publishing Company,1
A5064155902,Feng Wang,Hindawi,1
A5064220200,Tao Liu,PLoS,1
A5064325314,G. Hempelmann,Wolters Kluwer - Lippincott Williams & Wilkins,1
A5064348871,Yan Li,Spandidos,1
A5064352195,Yu Wang,Hindawi,1
A5064436911,Yan Li,Elsevier,1
A5064489538,Jing Zhao,Wiley,1
A5064501346,Xin Wang,Springer,1
A5064563504,Hong Wang,IEEE: Institute of Electrical and Electronics Engineers,1
A5064733360,Jin Zhang,Mary Ann Liebert,1
A5064765235,Tao Wang,Hindawi,1
A5064765788,Jiandong Li,Elsevier,1
A5064781396,Xin Wang,Hindawi,1
A5064797131,Wei Zhao,Hindawi,1
A5064801292,Wang Hong,Hindawi,1
A5064809639,Dan Liu,IEEE: Institute of Electrical and Electronics Engineers,1
