openalex_author_id,author,reason,unique_retracted_papers
A5100663664,Wei Li,Computer-Aided Content or Computer-Generated Content,1
A5100663664,Wei Li,Concerns/Issues about Data,1
A5100663664,Wei Li,Concerns/Issues about Referencing/Attributions,1
A5100663664,Wei Li,Concerns/Issues about Results and/or Conclusions,1
A5100663664,Wei Li,Informed/Patient Consent - None/Withdrawn,1
A5100663664,Wei Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5100663664,Wei Li,Paper Mill,1
A5100663664,Wei Li,Unreliable Results and/or Conclusions,1
A5100663666,Li Wei,Compromised Peer Review,1
A5100663666,Li Wei,Concerns/Issues about Authorship/Affiliation,1
A5100663666,Li Wei,Concerns/Issues about Third Party Involvement,1
A5100663910,Hui Zhang,Plagiarism of/in Article,1
A5100664424,Jiantao Li,Computer-Aided Content or Computer-Generated Content,1
A5100664424,Jiantao Li,Notice - Limited or No Information,1
A5100664579,Ping Zhang,Compromised Peer Review,1
A5100664579,Ping Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100664579,Ping Zhang,Concerns/Issues about Authorship/Affiliation,1
A5100664579,Ping Zhang,Concerns/Issues about Referencing/Attributions,1
A5100664579,Ping Zhang,Concerns/Issues about Third Party Involvement,1
A5100664579,Ping Zhang,Paper Mill,1
A5100664579,Ping Zhang,Unreliable Results and/or Conclusions,1
A5100664640,Gang Li,Concerns/Issues about Referencing/Attributions,1
A5100664640,Gang Li,Error in Data,1
A5100664640,Gang Li,Notice - Limited or No Information,1
A5100664640,Gang Li,Unreliable Results and/or Conclusions,1
A5100664762,Wei Chen,Computer-Aided Content or Computer-Generated Content,1
A5100664762,Wei Chen,Concerns/Issues about Data,1
A5100664762,Wei Chen,Concerns/Issues about Peer Review,1
A5100664762,Wei Chen,Concerns/Issues about Referencing/Attributions,1
A5100664762,Wei Chen,Concerns/Issues about Results and/or Conclusions,1
A5100664762,Wei Chen,Informed/Patient Consent - None/Withdrawn,1
A5100664762,Wei Chen,Lack of IRB/IACUC Approval and/or Compliance,1
A5100664762,Wei Chen,Paper Mill,1
A5100664762,Wei Chen,Unreliable Results and/or Conclusions,1
A5100664884,Lei Zhang,Notice - Limited or No Information,1
A5100664920,Wei Zhang,Duplication of/in Image,1
A5100664920,Wei Zhang,Upgrade/Update of Prior Notice(s),1
A5100664921,Wei Zhang,Compromised Peer Review,1
A5100664990,Wei Wang,Notice - Limited or No Information,1
A5100665448,Bin Wang,Concerns/Issues about Data,2
A5100665448,Bin Wang,Concerns/Issues about Image,2
A5100665448,Bin Wang,Duplication of/in Image,2
A5100665448,Bin Wang,Author Unresponsive,1
A5100665448,Bin Wang,Compromised Peer Review,1
A5100665448,Bin Wang,Concerns/Issues about Authorship/Affiliation,1
A5100665448,Bin Wang,Error in Cell Lines/Tissues,1
A5100665448,Bin Wang,Manipulation of Images,1
A5100665448,Bin Wang,Paper Mill,1
A5100665448,Bin Wang,Unreliable Results and/or Conclusions,1
A5100665534,Lei Wang,Compromised Peer Review,1
A5100665534,Lei Wang,Paper Mill,1
A5100665918,Yan Li,Breach of Policy by Author,1
A5100665918,Yan Li,Date of Article and/or Notice Unknown,1
A5100665918,Yan Li,Duplication of Data,1
A5100665918,Yan Li,Duplication of Text,1
A5100665918,Yan Li,Ethical Violations by Author,1
A5100665918,Yan Li,Notice - Limited or No Information,1
A5100665918,Yan Li,Objections by Third Party,1
A5100666580,Juan Li,Notice - Limited or No Information,1
A5100666583,Juan Li,Notice - Limited or No Information,1
A5100666583,Juan Li,Removed,1
A5100667354,Tao Liu,Compromised Peer Review,1
A5100667354,Tao Liu,Paper Mill,1
A5100667354,Tao Liu,Unreliable Results and/or Conclusions,1
A5100667768,Tao Liu,Concerns/Issues about Peer Review,1
A5100667768,Tao Liu,Concerns/Issues about Referencing/Attributions,1
A5100667768,Tao Liu,Concerns/Issues about Results and/or Conclusions,1
A5100667768,Tao Liu,Rogue Editor,1
A5100667768,Tao Liu,Unreliable Results and/or Conclusions,1
A5100667879,Jin Wang,Author Unresponsive,1
A5100667879,Jin Wang,Concerns/Issues about Data,1
A5100667879,Jin Wang,Duplication of/in Image,1
A5100667879,Jin Wang,Paper Mill,1
A5100668329,Yang Li,Results Not Reproducible,1
A5100668542,Yang Wang,Contamination of Materials,1
A5100668542,Yang Wang,Error in Data,1
A5100668542,Yang Wang,Error in Results and/or Conclusions,1
A5100669407,Bo Zhang,Duplication of/in Image,1
A5100669407,Bo Zhang,Paper Mill,1
A5100669407,Bo Zhang,Unreliable Results and/or Conclusions,1
A5100670187,Xin Zhang,Author Unresponsive,1
A5100670187,Xin Zhang,Compromised Peer Review,1
A5100670187,Xin Zhang,Concerns/Issues about Authorship/Affiliation,1
A5100670187,Xin Zhang,Concerns/Issues about Third Party Involvement,1
A5100670187,Xin Zhang,Unreliable Results and/or Conclusions,1
A5100670187,Xin Zhang,Upgrade/Update of Prior Notice(s),1
A5100670746,Wei Zhang,Breach of Policy by Author,1
A5100670746,Wei Zhang,Date of Article and/or Notice Unknown,1
A5100670746,Wei Zhang,Notice - Limited or No Information,1
A5100671514,Yan Li,Compromised Peer Review,1
A5100671570,Min Zhang,Lack of IRB/IACUC Approval and/or Compliance,1
A5100671580,Min Zhang,Informed/Patient Consent - None/Withdrawn,4
A5100671580,Min Zhang,Ethical Violations by Author,3
A5100671580,Min Zhang,Concerns/Issues about Data,2
A5100671580,Min Zhang,Investigation by Company/Institution,2
A5100671580,Min Zhang,Lack of IRB/IACUC Approval and/or Compliance,2
A5100671580,Min Zhang,Author Unresponsive,1
A5100671580,Min Zhang,Removed,1
A5100671581,Min Zhang,Concerns/Issues about Data,2
A5100671581,Min Zhang,Ethical Violations by Author,2
A5100671581,Min Zhang,Informed/Patient Consent - None/Withdrawn,2
A5100671582,Min Zhang,Error in Data,1
A5100671582,Min Zhang,Error in Image,1
A5100672023,Hui Zhang,Compromised Peer Review,3
A5100672023,Hui Zhang,Computer-Aided Content or Computer-Generated Content,3
A5100672023,Hui Zhang,Concerns/Issues about Referencing/Attributions,3
A5100672023,Hui Zhang,Concerns/Issues about Third Party Involvement,3
A5100672023,Hui Zhang,Paper Mill,3
A5100672023,Hui Zhang,Unreliable Results and/or Conclusions,3
A5100672024,Hui Zhang,Compromised Peer Review,1
A5100672024,Hui Zhang,Concerns/Issues about Authorship/Affiliation,1
A5100672024,Hui Zhang,Conflict of Interest,1
A5100673270,Yu Liu,Notice - Limited or No Information,1
A5100673610,Lei Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100673610,Lei Zhang,Notice - Limited or No Information,1
A5100673613,Lei Zhang,Concerns/Issues about Authorship/Affiliation,1
A5100673613,Lei Zhang,False/Forged Authorship,1
A5100673613,Lei Zhang,Unreliable Results and/or Conclusions,1
A5100673842,Bin Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100673842,Bin Zhang,Concerns/Issues about Data,1
A5100673842,Bin Zhang,Concerns/Issues about Peer Review,1
A5100673842,Bin Zhang,Concerns/Issues about Referencing/Attributions,1
A5100673842,Bin Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100673842,Bin Zhang,Unreliable Results and/or Conclusions,1
A5100674295,Ying Zhang,Error in Analyses,1
A5100674295,Ying Zhang,Unreliable Results and/or Conclusions,1
A5100674304,Ying Zhang,Concerns/Issues about Image,1
A5100674304,Ying Zhang,Original Data and/or Images not Provided and/or not Available,1
A5100674304,Ying Zhang,Unreliable Results and/or Conclusions,1
A5100674305,Ying Zhang,Author Unresponsive,1
A5100674305,Ying Zhang,Bias Issues or Lack of Balance,1
A5100674305,Ying Zhang,Concerns/Issues about Data,1
A5100674305,Ying Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100674305,Ying Zhang,Concerns/Issues about Third Party Involvement,1
A5100674472,Feng Li,Computer-Aided Content or Computer-Generated Content,1
A5100674472,Feng Li,Concerns/Issues about Data,1
A5100674472,Feng Li,Concerns/Issues about Peer Review,1
A5100674472,Feng Li,Concerns/Issues about Referencing/Attributions,1
A5100674472,Feng Li,Concerns/Issues about Results and/or Conclusions,1
A5100674472,Feng Li,Paper Mill,1
A5100674472,Feng Li,Unreliable Results and/or Conclusions,1
A5100674651,Jun Liu,Compromised Peer Review,1
A5100674651,Jun Liu,Computer-Aided Content or Computer-Generated Content,1
A5100674651,Jun Liu,Concerns/Issues about Referencing/Attributions,1
A5100674651,Jun Liu,Concerns/Issues about Third Party Involvement,1
A5100674651,Jun Liu,Paper Mill,1
A5100674651,Jun Liu,Unreliable Results and/or Conclusions,1
A5100675481,Rui Zhang,Duplication of/in Article,1
A5100675481,Rui Zhang,Duplication of/in Image,1
A5100675481,Rui Zhang,Euphemisms for Duplication,1
A5100675481,Rui Zhang,Manipulation of Images,1
A5100675481,Rui Zhang,Unreliable Data,1
A5100675611,Weijian Li,Duplication of Data,1
A5100675611,Weijian Li,Ethical Violations by Author,1
A5100675611,Weijian Li,Miscommunication with/by Author,1
A5100676060,Yang Liu,Duplication of/in Image,1
A5100676060,Yang Liu,Original Data and/or Images not Provided and/or not Available,1
A5100676213,Bo Li,Concerns/Issues about Data,1
A5100676213,Bo Li,Concerns/Issues about Image,1
A5100676213,Bo Li,Duplication of/in Image,1
A5100676213,Bo Li,Error in Data,1
A5100676213,Bo Li,Error in Image,1
A5100676213,Bo Li,Euphemisms for Duplication,1
A5100676213,Bo Li,Paper Mill,1
A5100676379,Gang Wang,Duplication of/in Article,1
A5100677390,Jun Liu,Euphemisms for Plagiarism,1
A5100677390,Jun Liu,Plagiarism of/in Article,1
A5100677514,Hui Li,Concerns/Issues about Referencing/Attributions,2
A5100677514,Hui Li,Unreliable Results and/or Conclusions,2
A5100677514,Hui Li,Compromised Peer Review,1
A5100677514,Hui Li,Computer-Aided Content or Computer-Generated Content,1
A5100677514,Hui Li,Concerns/Issues about Data,1
A5100677514,Hui Li,Concerns/Issues about Peer Review,1
A5100677514,Hui Li,Concerns/Issues about Results and/or Conclusions,1
A5100677514,Hui Li,Paper Mill,1
A5100677514,Hui Li,Rogue Editor,1
A5100677736,Yan Li,Computer-Aided Content or Computer-Generated Content,1
A5100677736,Yan Li,Concerns/Issues about Data,1
A5100677736,Yan Li,Concerns/Issues about Peer Review,1
A5100677736,Yan Li,Concerns/Issues about Referencing/Attributions,1
A5100677736,Yan Li,Concerns/Issues about Results and/or Conclusions,1
A5100677736,Yan Li,Paper Mill,1
A5100677736,Yan Li,Unreliable Results and/or Conclusions,1
A5100678224,Jun Liu,Notice - Limited or No Information,1
A5100678225,Jun Liu,Notice - Limited or No Information,1
A5100678679,Hui Wang,Notice - Limited or No Information,2
A5100678679,Hui Wang,Breach of Policy by Author,1
A5100678679,Hui Wang,Date of Article and/or Notice Unknown,1
A5100679018,Yang Liu,Error in Analyses,1
A5100679018,Yang Liu,Error in Data,1
A5100679241,Jie Li,Date of Article and/or Notice Unknown,2
A5100679241,Jie Li,Compromised Peer Review,1
A5100679241,Jie Li,Computer-Aided Content or Computer-Generated Content,1
A5100679241,Jie Li,Error in Analyses,1
A5100679241,Jie Li,Error in Methods,1
A5100679241,Jie Li,Error in Results and/or Conclusions,1
A5100679241,Jie Li,Notice - Limited or No Information,1
A5100679241,Jie Li,Paper Mill,1
A5100679836,Tao Liu,Error in Data,1
A5100679836,Tao Liu,Error in Methods,1
A5100679836,Tao Liu,Error in Results and/or Conclusions,1
A5100680426,Jian Zhang,Error in Data,1
A5100680432,Jian Zhang,Concerns/Issues about Data,2
A5100680432,Jian Zhang,Author Unresponsive,1
A5100680432,Jian Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100680432,Jian Zhang,Concerns/Issues about Peer Review,1
A5100680432,Jian Zhang,Concerns/Issues about Referencing/Attributions,1
A5100680432,Jian Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100680432,Jian Zhang,Duplication of Data,1
A5100680432,Jian Zhang,Euphemisms for Duplication,1
A5100680432,Jian Zhang,Euphemisms for Plagiarism,1
A5100680432,Jian Zhang,Paper Mill,1
A5100680432,Jian Zhang,Plagiarism of Data,1
A5100680432,Jian Zhang,Unreliable Results and/or Conclusions,1
A5100680659,Jing Zhang,Compromised Peer Review,1
A5100680659,Jing Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100680659,Jing Zhang,Rogue Editor,1
A5100680659,Jing Zhang,Upgrade/Update of Prior Notice(s),1
A5100681652,Jing Wang,Breach of Policy by Author,1
A5100681652,Jing Wang,Date of Article and/or Notice Unknown,1
A5100681652,Jing Wang,Notice - Limited or No Information,1
A5100681666,Hui Zhang,Notice - Limited or No Information,1
A5100681768,Yan Li,Author Unresponsive,1
A5100681768,Yan Li,Concerns/Issues about Data,1
A5100681768,Yan Li,Duplication of/in Image,1
A5100681768,Yan Li,Original Data and/or Images not Provided and/or not Available,1
A5100681768,Yan Li,Paper Mill,1
A5100682321,Yang Liu,Compromised Peer Review,1
A5100682321,Yang Liu,Duplication of/in Image,1
A5100682321,Yang Liu,Paper Mill,1
A5100682321,Yang Liu,Unreliable Results and/or Conclusions,1
A5100682444,Jie Liu,Compromised Peer Review,1
A5100682444,Jie Liu,Paper Mill,1
A5100682556,Qian Zhang,Plagiarism of/in Article,1
A5100682902,Jun Wang,Plagiarism of/in Article,1
A5100683583,Wei Li,Computer-Aided Content or Computer-Generated Content,1
A5100683583,Wei Li,Notice - Limited or No Information,1
A5100683594,Tao Zhang,Concerns/Issues about Data,1
A5100683594,Tao Zhang,Concerns/Issues about Human Subject Welfare,1
A5100683594,Tao Zhang,Concerns/Issues about Peer Review,1
A5100683594,Tao Zhang,Concerns/Issues about Referencing/Attributions,1
A5100683594,Tao Zhang,Lack of IRB/IACUC Approval and/or Compliance,1
A5100683594,Tao Zhang,Unreliable Results and/or Conclusions,1
A5100683792,Yong Wang,Compromised Peer Review,1
A5100683792,Yong Wang,Paper Mill,1
A5100683792,Yong Wang,Unreliable Results and/or Conclusions,1
A5100684023,Jie Li,Duplication of/in Image,1
A5100684023,Jie Li,Plagiarism of Image,1
A5100684023,Jie Li,Unreliable Data,1
A5100684101,Wei Zhang,Concerns/Issues about Data,2
A5100684101,Wei Zhang,Paper Mill,2
A5100684101,Wei Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100684101,Wei Zhang,Concerns/Issues about Image,1
A5100684101,Wei Zhang,Concerns/Issues about Peer Review,1
A5100684101,Wei Zhang,Concerns/Issues about Referencing/Attributions,1
A5100684101,Wei Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100684101,Wei Zhang,Duplication of/in Article,1
A5100684101,Wei Zhang,Euphemisms for Plagiarism,1
A5100684101,Wei Zhang,Plagiarism of Data,1
A5100684101,Wei Zhang,Plagiarism of Image,1
A5100684101,Wei Zhang,Results Not Reproducible,1
A5100684101,Wei Zhang,Unreliable Data,1
A5100684101,Wei Zhang,Unreliable Results and/or Conclusions,1
A5100684105,Wei Zhang,Concerns/Issues about Data,1
A5100684105,Wei Zhang,Concerns/Issues about Peer Review,1
A5100684105,Wei Zhang,Concerns/Issues about Referencing/Attributions,1
A5100684105,Wei Zhang,Unreliable Results and/or Conclusions,1
A5100685148,Wei Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100685148,Wei Zhang,Concerns/Issues about Data,1
A5100685148,Wei Zhang,Concerns/Issues about Peer Review,1
A5100685148,Wei Zhang,Concerns/Issues about Referencing/Attributions,1
A5100685148,Wei Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100685148,Wei Zhang,Paper Mill,1
A5100685148,Wei Zhang,Unreliable Results and/or Conclusions,1
A5100685294,Lin Wang,Concerns/Issues about Data,1
A5100685294,Lin Wang,Original Data and/or Images not Provided and/or not Available,1
A5100685294,Lin Wang,Upgrade/Update of Prior Notice(s),1
A5100685327,Yan Li,Author Unresponsive,1
A5100685327,Yan Li,Concerns/Issues about Data,1
A5100685327,Yan Li,Concerns/Issues about Image,1
A5100685327,Yan Li,Duplication of/in Image,1
A5100685327,Yan Li,Euphemisms for Duplication,1
A5100685327,Yan Li,Paper Mill,1
A5100685327,Yan Li,Unreliable Results and/or Conclusions,1
A5100685454,Wei Zhang,Concerns/Issues about Data,1
A5100685454,Wei Zhang,Concerns/Issues about Peer Review,1
A5100685454,Wei Zhang,Concerns/Issues about Referencing/Attributions,1
A5100685454,Wei Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100685454,Wei Zhang,Unreliable Results and/or Conclusions,1
A5100685813,Hui Zhang,Compromised Peer Review,1
A5100685813,Hui Zhang,Concerns/Issues about Referencing/Attributions,1
A5100685813,Hui Zhang,Objections by Author(s),1
A5100685860,Nan Li,Notice - Limited or No Information,1
A5100685860,Nan Li,Removed,1
A5100685953,Wei Li,Error in Data,1
A5100685953,Wei Li,Error in Methods,1
A5100685953,Wei Li,Upgrade/Update of Prior Notice(s),1
A5100686093,Jun Wang,Computer-Aided Content or Computer-Generated Content,1
A5100686093,Jun Wang,Concerns/Issues about Data,1
A5100686093,Jun Wang,Concerns/Issues about Peer Review,1
A5100686093,Jun Wang,Concerns/Issues about Referencing/Attributions,1
A5100686093,Jun Wang,Concerns/Issues about Results and/or Conclusions,1
A5100686093,Jun Wang,Paper Mill,1
A5100686093,Jun Wang,Unreliable Results and/or Conclusions,1
A5100686100,Jun Wang,Duplication of/in Image,1
A5100686100,Jun Wang,Error in Image,1
A5100686100,Jun Wang,Original Data and/or Images not Provided and/or not Available,1
A5100686100,Jun Wang,Unreliable Results and/or Conclusions,1
A5100686366,Xin Zhang,Concerns/Issues about Authorship/Affiliation,1
A5100686366,Xin Zhang,Objections by Author(s),1
A5100686671,Jian Wang,Breach of Policy by Author,1
A5100686671,Jian Wang,Compromised Peer Review,1
A5100686671,Jian Wang,Date of Article and/or Notice Unknown,1
A5100686671,Jian Wang,Notice - Limited or No Information,1
A5100686671,Jian Wang,Paper Mill,1
A5100687082,Min Li,Plagiarism of Text,1
A5100687290,Jian Li,Computer-Aided Content or Computer-Generated Content,1
A5100687290,Jian Li,Concerns/Issues about Data,1
A5100687290,Jian Li,Concerns/Issues about Peer Review,1
A5100687290,Jian Li,Concerns/Issues about Referencing/Attributions,1
A5100687290,Jian Li,Concerns/Issues about Results and/or Conclusions,1
A5100687290,Jian Li,Unreliable Results and/or Conclusions,1
A5100687713,Jing Liu,Concerns/Issues about Data,2
A5100687713,Jing Liu,Concerns/Issues about Results and/or Conclusions,1
A5100687713,Jing Liu,Informed/Patient Consent - None/Withdrawn,1
A5100687713,Jing Liu,Lack of Approval from Company/Institution,1
A5100687713,Jing Liu,Lack of IRB/IACUC Approval and/or Compliance,1
A5100687713,Jing Liu,Objections by Author(s),1
A5100687713,Jing Liu,Original Data and/or Images not Provided and/or not Available,1
A5100687913,Qiang Li,Compromised Peer Review,1
A5100688135,Jun Wang,Breach of Policy by Author,1
A5100688135,Jun Wang,Date of Article and/or Notice Unknown,1
A5100688135,Jun Wang,Notice - Limited or No Information,1
A5100688193,Hao Wang,Computer-Aided Content or Computer-Generated Content,1
A5100688193,Hao Wang,Concerns/Issues about Data,1
A5100688193,Hao Wang,Concerns/Issues about Peer Review,1
A5100688193,Hao Wang,Concerns/Issues about Referencing/Attributions,1
A5100688193,Hao Wang,Concerns/Issues about Results and/or Conclusions,1
A5100688193,Hao Wang,Informed/Patient Consent - None/Withdrawn,1
A5100688193,Hao Wang,Lack of IRB/IACUC Approval and/or Compliance,1
A5100688193,Hao Wang,Paper Mill,1
A5100688193,Hao Wang,Unreliable Results and/or Conclusions,1
A5100688303,Yan Li,Duplication of/in Article,1
A5100688303,Yan Li,Euphemisms for Duplication,1
A5100688303,Yan Li,Euphemisms for Plagiarism,1
A5100688318,Bo Li,Notice - Limited or No Information,2
A5100688318,Bo Li,Breach of Policy by Author,1
A5100688594,Ming Li,Breach of Policy by Author,1
A5100688594,Ming Li,Notice - Limited or No Information,1
A5100688670,Gang Wang,Duplication of/in Article,1
A5100688680,Wei Zhang,Compromised Peer Review,1
A5100688680,Wei Zhang,Unreliable Data,1
A5100688686,Wei Zhang,Duplication of/in Image,2
A5100688686,Wei Zhang,Paper Mill,2
A5100688686,Wei Zhang,Concerns/Issues about Data,1
A5100688686,Wei Zhang,Duplication of Data,1
A5100688686,Wei Zhang,Objections by Third Party,1
A5100688686,Wei Zhang,Original Data and/or Images not Provided and/or not Available,1
A5100688689,Wei Zhang,Computer-Aided Content or Computer-Generated Content,1
A5100688689,Wei Zhang,Concerns/Issues about Data,1
A5100688689,Wei Zhang,Concerns/Issues about Peer Review,1
A5100688689,Wei Zhang,Concerns/Issues about Referencing/Attributions,1
A5100688689,Wei Zhang,Concerns/Issues about Results and/or Conclusions,1
A5100688689,Wei Zhang,Paper Mill,1
A5100688689,Wei Zhang,Unreliable Results and/or Conclusions,1
A5100688707,Wei Zhao,Compromised Peer Review,1
A5100688707,Wei Zhao,Paper Mill,1
A5100688707,Wei Zhao,Plagiarism of Data,1
A5100688707,Wei Zhao,Plagiarism of Text,1
A5100688707,Wei Zhao,Unreliable Results and/or Conclusions,1
A5100688853,Wei Wang,Computer-Aided Content or Computer-Generated Content,1
A5100688853,Wei Wang,Concerns/Issues about Data,1
A5100688853,Wei Wang,Concerns/Issues about Peer Review,1
A5100688853,Wei Wang,Concerns/Issues about Referencing/Attributions,1
A5100688853,Wei Wang,Concerns/Issues about Results and/or Conclusions,1
A5100688853,Wei Wang,Informed/Patient Consent - None/Withdrawn,1
A5100688853,Wei Wang,Lack of IRB/IACUC Approval and/or Compliance,1
A5100688853,Wei Wang,Paper Mill,1
A5100688853,Wei Wang,Unreliable Results and/or Conclusions,1
A5100688855,Wei Wang,Compromised Peer Review,1
A5100688855,Wei Wang,Paper Mill,1
A5100688855,Wei Wang,Unreliable Results and/or Conclusions,1
A5100688958,Zhang Hui,Notice - Limited or No Information,1
A5100689303,Yan Li,Compromised Peer Review,1
A5100689303,Yan Li,Paper Mill,1
A5100689303,Yan Li,Unreliable Results and/or Conclusions,1
A5100689605,Min Wang,Compromised Peer Review,1
A5100689605,Min Wang,Computer-Aided Content or Computer-Generated Content,1
A5100689605,Min Wang,Rogue Editor,1
A5100689605,Min Wang,Upgrade/Update of Prior Notice(s),1
A5100689763,Wei Li,Concerns/Issues about Data,1
A5100689763,Wei Li,Concerns/Issues about Human Subject Welfare,1
A5100689763,Wei Li,Concerns/Issues about Peer Review,1
A5100689763,Wei Li,Concerns/Issues about Referencing/Attributions,1
A5100689763,Wei Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5100689763,Wei Li,Unreliable Results and/or Conclusions,1
A5100689770,Wei Li,Paper Mill,2
A5100689770,Wei Li,Compromised Peer Review,1
A5100689770,Wei Li,Computer-Aided Content or Computer-Generated Content,1
A5100689770,Wei Li,Concerns/Issues about Data,1
A5100689770,Wei Li,Concerns/Issues about Peer Review,1
A5100689770,Wei Li,Concerns/Issues about Referencing/Attributions,1
A5100689770,Wei Li,Concerns/Issues about Results and/or Conclusions,1
A5100689770,Wei Li,Informed/Patient Consent - None/Withdrawn,1
A5100689770,Wei Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5100689770,Wei Li,Unreliable Results and/or Conclusions,1
A5100690398,Ping Zhang,Results Not Reproducible,1
A5100690769,Wang Feng,Author Unresponsive,1
A5100690769,Wang Feng,Unreliable Results and/or Conclusions,1
A5100691319,Jun Li,Compromised Peer Review,1
A5100691466,Ping Zhang,Breach of Policy by Author,1
A5100691466,Ping Zhang,Date of Article and/or Notice Unknown,1
A5100691466,Ping Zhang,Notice - Limited or No Information,1
A5100691473,Ping Zhang,Compromised Peer Review,1
A5100691473,Ping Zhang,Paper Mill,1
A5100691473,Ping Zhang,Unreliable Results and/or Conclusions,1
A5100692029,Wei Wang,Date of Article and/or Notice Unknown,1
A5100692029,Wei Wang,Notice - Limited or No Information,1
A5100692029,Wei Wang,Removed,1
A5100692440,Feng Wang,Breach of Policy by Author,1
A5100692440,Feng Wang,Notice - Limited or No Information,1
A5100692555,Wei Li,Compromised Peer Review,1
A5100692555,Wei Li,Paper Mill,1
A5100692555,Wei Li,Unreliable Results and/or Conclusions,1
A5100693170,Hui Li,Concerns/Issues about Article,1
A5100693303,Jing Wang,Concerns/Issues about Data,1
A5100693303,Jing Wang,Duplication of/in Image,1
A5100693303,Jing Wang,Unreliable Results and/or Conclusions,1
A5100693703,Yang Liu,Duplication of/in Image,1
A5100693703,Yang Liu,Error in Results and/or Conclusions,1
A5100693703,Yang Liu,Euphemisms for Duplication,1
A5100693703,Yang Liu,Results Not Reproducible,1
A5100694048,Wang Qi,Breach of Policy by Author,2
A5100694048,Wang Qi,Date of Article and/or Notice Unknown,2
A5100694048,Wang Qi,Notice - Limited or No Information,2
A5100694290,Lei Wang,Computer-Aided Content or Computer-Generated Content,1
A5100694290,Lei Wang,Concerns/Issues about Data,1
A5100694290,Lei Wang,Concerns/Issues about Peer Review,1
A5100694290,Lei Wang,Concerns/Issues about Referencing/Attributions,1
A5100694290,Lei Wang,Concerns/Issues about Results and/or Conclusions,1
A5100694290,Lei Wang,Paper Mill,1
A5100694290,Lei Wang,Unreliable Results and/or Conclusions,1
A5100694293,Wei Zhang,Notice - Limited or No Information,1
A5100695272,Yan Li,Concerns/Issues about Data,2
A5100695272,Yan Li,Duplication of/in Image,2
A5100695272,Yan Li,Original Data and/or Images not Provided and/or not Available,2
A5100695272,Yan Li,Unreliable Data,2
A5100695272,Yan Li,Unreliable Results and/or Conclusions,2
A5100695272,Yan Li,Error in Image,1
A5100695272,Yan Li,Objections by Author(s),1
A5100695272,Yan Li,Objections by Third Party,1
A5100695272,Yan Li,Upgrade/Update of Prior Notice(s),1
A5100695629,Jing Wang,Computer-Aided Content or Computer-Generated Content,1
A5100695629,Jing Wang,Concerns/Issues about Data,1
A5100695629,Jing Wang,Concerns/Issues about Peer Review,1
A5100695629,Jing Wang,Concerns/Issues about Referencing/Attributions,1
A5100695629,Jing Wang,Concerns/Issues about Results and/or Conclusions,1
A5100695629,Jing Wang,Paper Mill,1
A5100695629,Jing Wang,Unreliable Results and/or Conclusions,1
A5100695670,Yang Li,Computer-Aided Content or Computer-Generated Content,1
A5100695670,Yang Li,Concerns/Issues about Data,1
A5100695670,Yang Li,Concerns/Issues about Peer Review,1
A5100695670,Yang Li,Concerns/Issues about Referencing/Attributions,1
A5100695670,Yang Li,Concerns/Issues about Results and/or Conclusions,1
A5100695670,Yang Li,Paper Mill,1
A5100695670,Yang Li,Unreliable Results and/or Conclusions,1
A5100696289,Bo Li,Plagiarism of Data,1
A5100696824,Jian Wang,Notice - Limited or No Information,1
A5100696828,Jian Wang,Compromised Peer Review,1
A5100696828,Jian Wang,Rogue Editor,1
A5100696828,Jian Wang,Unreliable Results and/or Conclusions,1
A5100696862,Jun Li,Author Unresponsive,1
A5100696862,Jun Li,Compromised Peer Review,1
A5100696862,Jun Li,Concerns/Issues about Third Party Involvement,1
A5100696862,Jun Li,Rogue Editor,1
A5100696862,Jun Li,Unreliable Results and/or Conclusions,1
A5100697102,Wei Li,Concerns/Issues about Results and/or Conclusions,1
A5100697102,Wei Li,Duplication of/in Article,1
A5100697144,Jie Zhang,Notice - Limited or No Information,1
A5100697144,Jie Zhang,Removed,1
A5100697693,Jing Yang,Concerns/Issues about Data,1
A5100697693,Jing Yang,Concerns/Issues about Image,1
A5100697693,Jing Yang,Duplication of/in Image,1
A5100697693,Jing Yang,Unreliable Results and/or Conclusions,1
A5100697861,Wei Wang,Breach of Policy by Author,1
A5100697861,Wei Wang,Notice - Limited or No Information,1
A5100699718,Jing Wang,Concerns/Issues about Authorship/Affiliation,1
A5100699718,Jing Wang,Plagiarism of/in Article,1
A5100699829,Wei Zhang,Concerns/Issues about Data,1
A5100699829,Wei Zhang,Falsification/Fabrication of Data,1
A5100699829,Wei Zhang,Investigation by Company/Institution,1
