openalex_author_id,author,reason,unique_retracted_papers
A5032504496,Gang Wang,Compromised Peer Review,1
A5032504496,Gang Wang,Paper Mill,1
A5032504496,Gang Wang,Unreliable Results and/or Conclusions,1
A5032506525,Jian Zhang,Compromised Peer Review,1
A5032506525,Jian Zhang,Paper Mill,1
A5032506525,Jian Zhang,Unreliable Results and/or Conclusions,1
A5032562681,Hao Chen,Plagiarism of Text,1
A5032618552,Yan Zhang,Compromised Peer Review,1
A5032620244,Wei Li,Concerns/Issues about Data,1
A5032620244,Wei Li,Concerns/Issues about Peer Review,1
A5032620244,Wei Li,Concerns/Issues about Referencing/Attributions,1
A5032620244,Wei Li,Unreliable Results and/or Conclusions,1
A5032622694,Hao Wang,Computer-Aided Content or Computer-Generated Content,1
A5032622694,Hao Wang,Concerns/Issues about Data,1
A5032622694,Hao Wang,Concerns/Issues about Peer Review,1
A5032622694,Hao Wang,Concerns/Issues about Referencing/Attributions,1
A5032622694,Hao Wang,Concerns/Issues about Results and/or Conclusions,1
A5032622694,Hao Wang,Paper Mill,1
A5032622694,Hao Wang,Unreliable Results and/or Conclusions,1
A5032633956,Jun Yang,Author Unresponsive,1
A5032633956,Jun Yang,Concerns/Issues about Image,1
A5032633956,Jun Yang,Duplication of/in Image,1
A5032633956,Jun Yang,Euphemisms for Duplication,1
A5032633956,Jun Yang,Paper Mill,1
A5032656905,Ying Wang,Compromised Peer Review,1
A5032656905,Ying Wang,Paper Mill,1
A5032656905,Ying Wang,Unreliable Results and/or Conclusions,1
A5032721022,Jie Zhang,Compromised Peer Review,1
A5032721022,Jie Zhang,Paper Mill,1
A5032721022,Jie Zhang,Unreliable Results and/or Conclusions,1
A5032847461,Wei Li,Computer-Aided Content or Computer-Generated Content,1
A5032847461,Wei Li,Concerns/Issues about Data,1
A5032847461,Wei Li,Concerns/Issues about Peer Review,1
A5032847461,Wei Li,Concerns/Issues about Referencing/Attributions,1
A5032847461,Wei Li,Concerns/Issues about Results and/or Conclusions,1
A5032847461,Wei Li,Unreliable Results and/or Conclusions,1
A5032988165,Gang Wang,Compromised Peer Review,1
A5032988165,Gang Wang,Rogue Editor,1
A5032988165,Gang Wang,Unreliable Results and/or Conclusions,1
A5033134984,Wei Li,Compromised Peer Review,1
A5033134984,Wei Li,Paper Mill,1
A5033134984,Wei Li,Unreliable Results and/or Conclusions,1
A5033255645,Tao Liu,Concerns/Issues about Peer Review,1
A5033255645,Tao Liu,Objections by Author(s),1
A5033259869,Hao Wang,Author Unresponsive,1
A5033259869,Hao Wang,Compromised Peer Review,1
A5033259869,Hao Wang,Concerns/Issues about Article,1
A5033259869,Hao Wang,Concerns/Issues about Peer Review,1
A5033259869,Hao Wang,Rogue Editor,1
A5033259869,Hao Wang,Unreliable Results and/or Conclusions,1
A5033311186,Qian Zhang,Computer-Aided Content or Computer-Generated Content,1
A5033311186,Qian Zhang,Concerns/Issues about Data,1
A5033311186,Qian Zhang,Concerns/Issues about Peer Review,1
A5033311186,Qian Zhang,Concerns/Issues about Referencing/Attributions,1
A5033311186,Qian Zhang,Concerns/Issues about Results and/or Conclusions,1
A5033311186,Qian Zhang,Paper Mill,1
A5033311186,Qian Zhang,Unreliable Results and/or Conclusions,1
A5033408038,Ling Wang,Compromised Peer Review,1
A5033424831,Yu Liu,Concerns/Issues about Data,1
A5033424831,Yu Liu,Concerns/Issues about Results and/or Conclusions,1
A5033424831,Yu Liu,Unreliable Data,1
A5033424831,Yu Liu,Unreliable Results and/or Conclusions,1
A5033612860,Jing Li,Concerns/Issues about Article,1
A5033612860,Jing Li,Concerns/Issues about Data,1
A5033612860,Jing Li,Concerns/Issues about Peer Review,1
A5033612860,Jing Li,Concerns/Issues about Referencing/Attributions,1
A5033612860,Jing Li,Unreliable Results and/or Conclusions,1
A5033645349,Jie Zhang,Computer-Aided Content or Computer-Generated Content,1
A5033645349,Jie Zhang,Concerns/Issues about Data,1
A5033645349,Jie Zhang,Concerns/Issues about Peer Review,1
A5033645349,Jie Zhang,Concerns/Issues about Referencing/Attributions,1
A5033645349,Jie Zhang,Concerns/Issues about Results and/or Conclusions,1
A5033645349,Jie Zhang,Unreliable Results and/or Conclusions,1
A5033731690,Wei Li,Breach of Policy by Author,2
A5033731690,Wei Li,Notice - Limited or No Information,1
A5033828504,Jin Wang,Breach of Policy by Author,1
A5033828504,Jin Wang,Date of Article and/or Notice Unknown,1
A5033828504,Jin Wang,Notice - Limited or No Information,1
A5033850890,Feng Li,Concerns/Issues about Data,1
A5033850890,Feng Li,Concerns/Issues about Peer Review,1
A5033850890,Feng Li,Concerns/Issues about Referencing/Attributions,1
A5033850890,Feng Li,Concerns/Issues about Results and/or Conclusions,1
A5033850890,Feng Li,Unreliable Results and/or Conclusions,1
A5033904866,Wenting Zhao,Breach of Policy by Author,1
A5033904866,Wenting Zhao,Duplication of/in Article,1
A5033935681,Yang Liu,Computer-Aided Content or Computer-Generated Content,1
A5033935681,Yang Liu,Concerns/Issues about Data,1
A5033935681,Yang Liu,Concerns/Issues about Peer Review,1
A5033935681,Yang Liu,Concerns/Issues about Referencing/Attributions,1
A5033935681,Yang Liu,Concerns/Issues about Results and/or Conclusions,1
A5033935681,Yang Liu,Paper Mill,1
A5033935681,Yang Liu,Unreliable Results and/or Conclusions,1
A5033945545,Tao Zhang,Computer-Aided Content or Computer-Generated Content,1
A5033945545,Tao Zhang,Concerns/Issues about Data,1
A5033945545,Tao Zhang,Concerns/Issues about Peer Review,1
A5033945545,Tao Zhang,Concerns/Issues about Referencing/Attributions,1
A5033945545,Tao Zhang,Concerns/Issues about Results and/or Conclusions,1
A5033945545,Tao Zhang,Paper Mill,1
A5033945545,Tao Zhang,Unreliable Results and/or Conclusions,1
A5033994816,Yi Wang,Concerns/Issues about Data,1
A5033994816,Yi Wang,Concerns/Issues about Human Subject Welfare,1
A5033994816,Yi Wang,Concerns/Issues about Peer Review,1
A5033994816,Yi Wang,Concerns/Issues about Referencing/Attributions,1
A5033994816,Yi Wang,Lack of IRB/IACUC Approval and/or Compliance,1
A5033994816,Yi Wang,Unreliable Results and/or Conclusions,1
A5034013411,Feng Wang,Breach of Policy by Author,1
A5034013411,Feng Wang,Date of Article and/or Notice Unknown,1
A5034013411,Feng Wang,Notice - Limited or No Information,1
A5034017799,Qiang Li,Concerns/Issues about Data,3
A5034017799,Qiang Li,Author Unresponsive,2
A5034017799,Qiang Li,Paper Mill,2
A5034017799,Qiang Li,Unreliable Results and/or Conclusions,2
A5034017799,Qiang Li,Computer-Aided Content or Computer-Generated Content,1
A5034017799,Qiang Li,Concerns/Issues about Peer Review,1
A5034017799,Qiang Li,Concerns/Issues about Referencing/Attributions,1
A5034017799,Qiang Li,Concerns/Issues about Results and/or Conclusions,1
A5034017799,Qiang Li,Duplication of/in Image,1
A5034017799,Qiang Li,Error in Data,1
A5034017799,Qiang Li,Error in Results and/or Conclusions,1
A5034017799,Qiang Li,Falsification/Fabrication of Data,1
A5034017799,Qiang Li,Investigation by Company/Institution,1
A5034017799,Qiang Li,Misconduct - Official Investigation(s) and/or Finding(s),1
A5034017799,Qiang Li,Misconduct by Author,1
A5034017799,Qiang Li,Original Data and/or Images not Provided and/or not Available,1
A5034151733,Ping Wang,Notice - Limited or No Information,2
A5034151733,Ping Wang,Removed,1
A5034182828,Jing Zhao,Concerns/Issues about Data,1
A5034182828,Jing Zhao,Concerns/Issues about Peer Review,1
A5034182828,Jing Zhao,Concerns/Issues about Referencing/Attributions,1
A5034182828,Jing Zhao,Unreliable Results and/or Conclusions,1
A5034225464,Yan Liu,Computer-Aided Content or Computer-Generated Content,1
A5034225464,Yan Liu,Concerns/Issues about Data,1
A5034225464,Yan Liu,Concerns/Issues about Peer Review,1
A5034225464,Yan Liu,Concerns/Issues about Referencing/Attributions,1
A5034225464,Yan Liu,Concerns/Issues about Results and/or Conclusions,1
A5034225464,Yan Liu,Paper Mill,1
A5034225464,Yan Liu,Unreliable Results and/or Conclusions,1
A5034257967,Jian Xu,Duplication of Content through Error by Journal/Publisher,1
A5034257967,Jian Xu,Notice - Limited or No Information,1
A5034280484,Hui Liu,Computer-Aided Content or Computer-Generated Content,1
A5034280484,Hui Liu,Concerns/Issues about Data,1
A5034280484,Hui Liu,Concerns/Issues about Peer Review,1
A5034280484,Hui Liu,Concerns/Issues about Referencing/Attributions,1
A5034280484,Hui Liu,Concerns/Issues about Results and/or Conclusions,1
A5034280484,Hui Liu,Paper Mill,1
A5034280484,Hui Liu,Unreliable Results and/or Conclusions,1
A5034484272,Peng Li,Computer-Aided Content or Computer-Generated Content,1
A5034484272,Peng Li,Concerns/Issues about Data,1
A5034484272,Peng Li,Concerns/Issues about Peer Review,1
A5034484272,Peng Li,Concerns/Issues about Referencing/Attributions,1
A5034484272,Peng Li,Concerns/Issues about Results and/or Conclusions,1
A5034484272,Peng Li,Paper Mill,1
A5034484272,Peng Li,Unreliable Results and/or Conclusions,1
A5034537860,Qiang Li,Computer-Aided Content or Computer-Generated Content,1
A5034537860,Qiang Li,Concerns/Issues about Data,1
A5034537860,Qiang Li,Concerns/Issues about Peer Review,1
A5034537860,Qiang Li,Concerns/Issues about Referencing/Attributions,1
A5034537860,Qiang Li,Concerns/Issues about Results and/or Conclusions,1
A5034537860,Qiang Li,Unreliable Results and/or Conclusions,1
A5034584084,Jie Chen,Breach of Policy by Author,1
A5034584084,Jie Chen,Date of Article and/or Notice Unknown,1
A5034584084,Jie Chen,Notice - Limited or No Information,1
A5034667170,Jing Zhang,Compromised Peer Review,1
A5034667170,Jing Zhang,Paper Mill,1
A5034667170,Jing Zhang,Unreliable Results and/or Conclusions,1
A5034675261,Yu Liu,Computer-Aided Content or Computer-Generated Content,1
A5034675261,Yu Liu,Concerns/Issues about Data,1
A5034675261,Yu Liu,Concerns/Issues about Peer Review,1
A5034675261,Yu Liu,Concerns/Issues about Referencing/Attributions,1
A5034675261,Yu Liu,Concerns/Issues about Results and/or Conclusions,1
A5034675261,Yu Liu,Paper Mill,1
A5034675261,Yu Liu,Unreliable Results and/or Conclusions,1
A5034747850,Hui Wang,Computer-Aided Content or Computer-Generated Content,1
A5034747850,Hui Wang,Concerns/Issues about Data,1
A5034747850,Hui Wang,Concerns/Issues about Peer Review,1
A5034747850,Hui Wang,Concerns/Issues about Referencing/Attributions,1
A5034747850,Hui Wang,Concerns/Issues about Results and/or Conclusions,1
A5034747850,Hui Wang,Paper Mill,1
A5034747850,Hui Wang,Unreliable Results and/or Conclusions,1
A5034749609,Qian Wang,Computer-Aided Content or Computer-Generated Content,1
A5034749609,Qian Wang,Concerns/Issues about Data,1
A5034749609,Qian Wang,Concerns/Issues about Peer Review,1
A5034749609,Qian Wang,Concerns/Issues about Referencing/Attributions,1
A5034749609,Qian Wang,Concerns/Issues about Results and/or Conclusions,1
A5034749609,Qian Wang,Paper Mill,1
A5034749609,Qian Wang,Unreliable Results and/or Conclusions,1
A5034878136,Li Li,Computer-Aided Content or Computer-Generated Content,1
A5034878136,Li Li,Concerns/Issues about Data,1
A5034878136,Li Li,Concerns/Issues about Peer Review,1
A5034878136,Li Li,Concerns/Issues about Referencing/Attributions,1
A5034878136,Li Li,Concerns/Issues about Results and/or Conclusions,1
A5034878136,Li Li,Unreliable Results and/or Conclusions,1
A5035035721,Qian Zhang,Computer-Aided Content or Computer-Generated Content,1
A5035035721,Qian Zhang,Concerns/Issues about Data,1
A5035035721,Qian Zhang,Concerns/Issues about Peer Review,1
A5035035721,Qian Zhang,Concerns/Issues about Referencing/Attributions,1
A5035035721,Qian Zhang,Concerns/Issues about Results and/or Conclusions,1
A5035035721,Qian Zhang,Paper Mill,1
A5035035721,Qian Zhang,Unreliable Results and/or Conclusions,1
A5035071840,Yang Li,Computer-Aided Content or Computer-Generated Content,1
A5035071840,Yang Li,Concerns/Issues about Data,1
A5035071840,Yang Li,Concerns/Issues about Peer Review,1
A5035071840,Yang Li,Concerns/Issues about Referencing/Attributions,1
A5035071840,Yang Li,Concerns/Issues about Results and/or Conclusions,1
A5035071840,Yang Li,Informed/Patient Consent - None/Withdrawn,1
A5035071840,Yang Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5035071840,Yang Li,Paper Mill,1
A5035071840,Yang Li,Unreliable Results and/or Conclusions,1
A5035120060,Jun Yang,Computer-Aided Content or Computer-Generated Content,1
A5035120060,Jun Yang,Concerns/Issues about Data,1
A5035120060,Jun Yang,Concerns/Issues about Peer Review,1
A5035120060,Jun Yang,Concerns/Issues about Referencing/Attributions,1
A5035120060,Jun Yang,Concerns/Issues about Results and/or Conclusions,1
A5035120060,Jun Yang,Paper Mill,1
A5035120060,Jun Yang,Unreliable Results and/or Conclusions,1
A5035305361,Jun Chen,Concerns/Issues about Peer Review,1
A5035305361,Jun Chen,Objections by Author(s),1
A5035316294,Jie Chen,Duplication of/in Article,1
A5035333902,Jing Li,Compromised Peer Review,1
A5035333902,Jing Li,Paper Mill,1
A5035333902,Jing Li,Unreliable Results and/or Conclusions,1
A5035398796,Yu Zhang,Computer-Aided Content or Computer-Generated Content,1
A5035398796,Yu Zhang,Concerns/Issues about Data,1
A5035398796,Yu Zhang,Concerns/Issues about Peer Review,1
A5035398796,Yu Zhang,Concerns/Issues about Referencing/Attributions,1
A5035398796,Yu Zhang,Concerns/Issues about Results and/or Conclusions,1
A5035398796,Yu Zhang,Paper Mill,1
A5035398796,Yu Zhang,Unreliable Results and/or Conclusions,1
A5035465997,Wei Zhang,Author Unresponsive,1
A5035465997,Wei Zhang,Concerns/Issues about Data,1
A5035465997,Wei Zhang,Concerns/Issues about Peer Review,1
A5035465997,Wei Zhang,Concerns/Issues about Referencing/Attributions,1
A5035465997,Wei Zhang,Euphemisms for Plagiarism,1
A5035465997,Wei Zhang,Lack of IRB/IACUC Approval and/or Compliance,1
A5035465997,Wei Zhang,Plagiarism of Data,1
A5035465997,Wei Zhang,Plagiarism of Image,1
A5035465997,Wei Zhang,Unreliable Results and/or Conclusions,1
A5035543508,Qian Wang,Notice - Limited or No Information,1
A5035658484,Ming Li,Computer-Aided Content or Computer-Generated Content,1
A5035658484,Ming Li,Concerns/Issues about Data,1
A5035658484,Ming Li,Concerns/Issues about Peer Review,1
A5035658484,Ming Li,Concerns/Issues about Referencing/Attributions,1
A5035658484,Ming Li,Concerns/Issues about Results and/or Conclusions,1
A5035658484,Ming Li,Informed/Patient Consent - None/Withdrawn,1
A5035658484,Ming Li,Lack of IRB/IACUC Approval and/or Compliance,1
A5035658484,Ming Li,Paper Mill,1
A5035658484,Ming Li,Unreliable Results and/or Conclusions,1
A5035747390,Hui Zhang,Notice - Lack of,1
A5035757377,Bin Wang,Compromised Peer Review,1
A5035757377,Bin Wang,Computer-Aided Content or Computer-Generated Content,1
A5035757377,Bin Wang,Rogue Editor,1
A5035757377,Bin Wang,Upgrade/Update of Prior Notice(s),1
A5035770690,Yi Zhang,Author Unresponsive,2
A5035770690,Yi Zhang,Concerns/Issues about Data,2
A5035770690,Yi Zhang,Concerns/Issues about Image,2
A5035770690,Yi Zhang,Duplication of/in Image,2
A5035770690,Yi Zhang,Euphemisms for Plagiarism,2
A5035770690,Yi Zhang,Plagiarism of Data,2
A5035770690,Yi Zhang,Euphemisms for Duplication,1
A5035770690,Yi Zhang,Plagiarism of Image,1
A5035770690,Yi Zhang,Unreliable Data,1
A5035770690,Yi Zhang,Unreliable Results and/or Conclusions,1
A5035834837,Jun Zhang,Compromised Peer Review,1
A5036057418,Tao Liu,Breach of Policy by Author,1
A5036057418,Tao Liu,Date of Article and/or Notice Unknown,1
A5036057418,Tao Liu,Notice - Limited or No Information,1
A5036074225,Ming Li,Computer-Aided Content or Computer-Generated Content,1
A5036074225,Ming Li,Concerns/Issues about Data,1
A5036074225,Ming Li,Concerns/Issues about Peer Review,1
A5036074225,Ming Li,Concerns/Issues about Referencing/Attributions,1
A5036074225,Ming Li,Concerns/Issues about Results and/or Conclusions,1
A5036074225,Ming Li,Paper Mill,1
A5036074225,Ming Li,Unreliable Results and/or Conclusions,1
A5036218939,G. Hempelmann,Investigation by Company/Institution,80
A5036218939,G. Hempelmann,Misconduct by Author,48
A5036218939,G. Hempelmann,Misconduct - Official Investigation(s) and/or Finding(s),41
A5036218939,G. Hempelmann,Concerns/Issues about Data,40
A5036218939,G. Hempelmann,Complaints about Author,16
A5036218939,G. Hempelmann,Date of Article and/or Notice Unknown,16
A5036218939,G. Hempelmann,Unreliable Results and/or Conclusions,15
A5036218939,G. Hempelmann,Falsification/Fabrication of Data,14
A5036218939,G. Hempelmann,Ethical Violations by Author,13
A5036218939,G. Hempelmann,Unreliable Data,13
A5036218939,G. Hempelmann,Author Unresponsive,10
A5036218939,G. Hempelmann,Upgrade/Update of Prior Notice(s),6
A5036218939,G. Hempelmann,Manipulation of Results,4
A5036218939,G. Hempelmann,Lack of IRB/IACUC Approval and/or Compliance,2
A5036218939,G. Hempelmann,Plagiarism of/in Article,2
A5036218939,G. Hempelmann,Concerns/Issues about Results and/or Conclusions,1
A5036218939,G. Hempelmann,Doing the Right Thing,1
A5036218939,G. Hempelmann,Duplication of Data,1
A5036218939,G. Hempelmann,Duplication of/in Article,1
A5036218939,G. Hempelmann,False/Forged Authorship,1
A5036218939,G. Hempelmann,Lack of Approval from Author,1
A5036218939,G. Hempelmann,Lack of Approval from Company/Institution,1
A5036218939,G. Hempelmann,Misconduct by Company/Institution,1
A5036218939,G. Hempelmann,Misconduct by Third Party,1
A5036218939,G. Hempelmann,Taken from Dissertation/Thesis,1
A5036245525,Xi Chen,Computer-Aided Content or Computer-Generated Content,1
A5036245525,Xi Chen,Concerns/Issues about Data,1
A5036245525,Xi Chen,Concerns/Issues about Peer Review,1
A5036245525,Xi Chen,Concerns/Issues about Referencing/Attributions,1
A5036245525,Xi Chen,Concerns/Issues about Results and/or Conclusions,1
A5036245525,Xi Chen,Informed/Patient Consent - None/Withdrawn,1
A5036245525,Xi Chen,Lack of IRB/IACUC Approval and/or Compliance,1
A5036245525,Xi Chen,Paper Mill,1
A5036245525,Xi Chen,Unreliable Results and/or Conclusions,1
A5036287731,Lin Wang,Concerns/Issues about Data,1
A5036287731,Lin Wang,Concerns/Issues about Peer Review,1
A5036287731,Lin Wang,Concerns/Issues about Referencing/Attributions,1
A5036287731,Lin Wang,Unreliable Results and/or Conclusions,1
A5036359133,Jie Liu,Compromised Peer Review,2
A5036359133,Jie Liu,Paper Mill,2
A5036359133,Jie Liu,Unreliable Results and/or Conclusions,2
